NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,Details ...,26,0.40050167,1.2185954,0.21353383,0.34774655,1,6211,"tags=42%, list=35%, signal=65%",TC_micro
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_HEMATOPOIETIC_CELL_LINEAGE,Details ...,80,0.3231817,1.2226952,0.15285714,0.34662098,1,4378,"tags=36%, list=25%, signal=48%",TC_micro
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY,Details ...,167,0.29073673,1.226247,0.11111111,0.34767047,1,2265,"tags=19%, list=13%, signal=21%",TC_micro
KEGG_MELANOMA,KEGG_MELANOMA,Details ...,69,0.33484963,1.2293783,0.16499282,0.3494771,1,5965,"tags=38%, list=33%, signal=56%",TC_micro
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Details ...,65,0.33546907,1.2306088,0.15736766,0.3546044,1,1481,"tags=18%, list=8%, signal=20%",TC_micro
KEGG_ECM_RECEPTOR_INTERACTION,KEGG_ECM_RECEPTOR_INTERACTION,Details ...,83,0.33011663,1.2457132,0.13802436,0.33419383,1,5259,"tags=54%, list=29%, signal=77%",TC_micro
KEGG_GAP_JUNCTION,KEGG_GAP_JUNCTION,Details ...,80,0.33929026,1.2583045,0.13547486,0.31814492,1,3616,"tags=26%, list=20%, signal=33%",TC_micro
KEGG_MAPK_SIGNALING_PATHWAY,KEGG_MAPK_SIGNALING_PATHWAY,Details ...,258,0.2869085,1.2666863,0.048602674,0.30956474,1,3245,"tags=26%, list=18%, signal=32%",TC_micro
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG_TGF_BETA_SIGNALING_PATHWAY,Details ...,80,0.33187395,1.2672817,0.10903874,0.31604567,1,4809,"tags=38%, list=27%, signal=51%",TC_micro
KEGG_FATTY_ACID_METABOLISM,KEGG_FATTY_ACID_METABOLISM,Details ...,41,0.37625977,1.2711871,0.13521545,0.31638741,1,2782,"tags=20%, list=16%, signal=23%",TC_micro
KEGG_PATHWAYS_IN_CANCER,KEGG_PATHWAYS_IN_CANCER,Details ...,314,0.2845482,1.2790593,0.025462963,0.30996534,1,4346,"tags=31%, list=24%, signal=40%",TC_micro
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,Details ...,42,0.39867714,1.3224355,0.10746269,0.24416368,1,4422,"tags=40%, list=25%, signal=54%",TC_micro
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_CELL_ADHESION_MOLECULES_CAMS,Details ...,119,0.3340516,1.3291057,0.058900524,0.24043265,1,3091,"tags=31%, list=17%, signal=37%",TC_micro
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG_ARACHIDONIC_ACID_METABOLISM,Details ...,49,0.3788305,1.329653,0.08477011,0.24631475,1,4277,"tags=37%, list=24%, signal=48%",TC_micro
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Details ...,17,0.48416957,1.3398455,0.13458529,0.23684354,1,4975,"tags=53%, list=28%, signal=73%",TC_micro
KEGG_ETHER_LIPID_METABOLISM,KEGG_ETHER_LIPID_METABOLISM,Details ...,28,0.43420345,1.348397,0.112737924,0.22980344,1,5877,"tags=54%, list=33%, signal=80%",TC_micro
KEGG_VIBRIO_CHOLERAE_INFECTION,KEGG_VIBRIO_CHOLERAE_INFECTION,Details ...,52,0.39446902,1.3646148,0.07473841,0.21168165,1,1481,"tags=17%, list=8%, signal=19%",TC_micro
KEGG_RENIN_ANGIOTENSIN_SYSTEM,KEGG_RENIN_ANGIOTENSIN_SYSTEM,Details ...,16,0.51732695,1.3862884,0.0947205,0.1883098,0.999,2575,"tags=38%, list=14%, signal=44%",TC_micro
KEGG_ERBB_SIGNALING_PATHWAY,KEGG_ERBB_SIGNALING_PATHWAY,Details ...,85,0.36768994,1.3928493,0.03840878,0.18558174,0.999,3407,"tags=27%, list=19%, signal=33%",TC_micro
KEGG_ABC_TRANSPORTERS,KEGG_ABC_TRANSPORTERS,Details ...,42,0.41878092,1.3942199,0.077147014,0.18986839,0.999,5401,"tags=67%, list=30%, signal=95%",TC_micro
KEGG_ASTHMA,KEGG_ASTHMA,Details ...,24,0.46408865,1.3962779,0.08225108,0.19320524,0.999,3183,"tags=33%, list=18%, signal=41%",TC_micro
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,Details ...,23,0.47077718,1.3985795,0.08435583,0.19662794,0.999,7299,"tags=74%, list=41%, signal=125%",TC_micro
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG_JAK_STAT_SIGNALING_PATHWAY,Details ...,150,0.33765274,1.4038737,0.017925736,0.19630362,0.999,3407,"tags=27%, list=19%, signal=33%",TC_micro
KEGG_DORSO_VENTRAL_AXIS_FORMATION,KEGG_DORSO_VENTRAL_AXIS_FORMATION,Details ...,21,0.4977173,1.4166434,0.08091603,0.18569246,0.998,5601,"tags=57%, list=31%, signal=83%",TC_micro
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,Details ...,66,0.392706,1.4240088,0.03064067,0.18309014,0.997,3060,"tags=23%, list=17%, signal=27%",TC_micro
KEGG_TIGHT_JUNCTION,KEGG_TIGHT_JUNCTION,Details ...,119,0.3572649,1.4376923,0.01981506,0.17232394,0.996,3662,"tags=32%, list=21%, signal=40%",TC_micro
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,Details ...,70,0.38779005,1.4483396,0.025316456,0.1649801,0.99,4213,"tags=37%, list=24%, signal=48%",TC_micro
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,Details ...,108,0.3671408,1.4483563,0.012244898,0.17240582,0.99,3144,"tags=30%, list=18%, signal=36%",TC_micro
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG_TYPE_II_DIABETES_MELLITUS,Details ...,47,0.4253514,1.4494195,0.046852123,0.1790484,0.99,5482,"tags=43%, list=31%, signal=61%",TC_micro
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Details ...,65,0.39100242,1.4511392,0.030898876,0.185139,0.99,6806,"tags=65%, list=38%, signal=104%",TC_micro
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,Details ...,77,0.38927567,1.451507,0.030683404,0.19432765,0.99,4378,"tags=30%, list=25%, signal=39%",TC_micro
KEGG_ENDOCYTOSIS,KEGG_ENDOCYTOSIS,Details ...,171,0.34428,1.4653637,0.010256411,0.1832279,0.986,3179,"tags=26%, list=18%, signal=31%",TC_micro
KEGG_GLYCEROLIPID_METABOLISM,KEGG_GLYCEROLIPID_METABOLISM,Details ...,42,0.43436402,1.4693403,0.03898051,0.18897775,0.985,2995,"tags=33%, list=17%, signal=40%",TC_micro
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,Details ...,15,0.5482226,1.4715799,0.052713178,0.19678348,0.982,4130,"tags=53%, list=23%, signal=69%",TC_micro
KEGG_MELANOGENESIS,KEGG_MELANOGENESIS,Details ...,96,0.38334653,1.4731991,0.016129032,0.20716286,0.982,5589,"tags=43%, list=31%, signal=62%",TC_micro
KEGG_PRION_DISEASES,KEGG_PRION_DISEASES,Details ...,33,0.472629,1.5005362,0.03681885,0.17781758,0.958,4189,"tags=48%, list=23%, signal=63%",TC_micro
KEGG_BASAL_CELL_CARCINOMA,KEGG_BASAL_CELL_CARCINOMA,Details ...,55,0.44090876,1.5317944,0.018544937,0.14372635,0.901,5835,"tags=49%, list=33%, signal=73%",TC_micro
KEGG_PPAR_SIGNALING_PATHWAY,KEGG_PPAR_SIGNALING_PATHWAY,Details ...,66,0.42296353,1.5329462,0.011594203,0.15381216,0.9,2471,"tags=21%, list=14%, signal=25%",TC_micro
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,Details ...,80,0.41987285,1.5709133,0.008344923,0.11936427,0.8,2992,"tags=36%, list=17%, signal=43%",TC_micro
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Details ...,73,0.42707402,1.5757619,0.004297994,0.1264993,0.788,2992,"tags=37%, list=17%, signal=44%",TC_micro
KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_CALCIUM_SIGNALING_PATHWAY,Details ...,170,0.38382518,1.6032867,0,0.109640054,0.698,3255,"tags=30%, list=18%, signal=36%",TC_micro
KEGG_LINOLEIC_ACID_METABOLISM,KEGG_LINOLEIC_ACID_METABOLISM,Details ...,23,0.5581142,1.6350319,0.013615734,0.09103815,0.586,4975,"tags=52%, list=28%, signal=72%",TC_micro
KEGG_DILATED_CARDIOMYOPATHY,KEGG_DILATED_CARDIOMYOPATHY,Details ...,86,0.42712077,1.6400164,0,0.09769828,0.56,2992,"tags=34%, list=17%, signal=40%",TC_micro
KEGG_GNRH_SIGNALING_PATHWAY,KEGG_GNRH_SIGNALING_PATHWAY,Details ...,93,0.43850312,1.6630764,0.00281294,0.087741725,0.466,3407,"tags=32%, list=19%, signal=40%",TC_micro
KEGG_NOTCH_SIGNALING_PATHWAY,KEGG_NOTCH_SIGNALING_PATHWAY,Details ...,46,0.48406768,1.6892089,0.00736377,0.081645094,0.379,5452,"tags=50%, list=31%, signal=72%",TC_micro
KEGG_HEDGEHOG_SIGNALING_PATHWAY,KEGG_HEDGEHOG_SIGNALING_PATHWAY,Details ...,52,0.48892036,1.7124063,0,0.080277756,0.309,4524,"tags=44%, list=25%, signal=59%",TC_micro
KEGG_AXON_GUIDANCE,KEGG_AXON_GUIDANCE,Details ...,128,0.42341733,1.7233919,0,0.096769564,0.282,3705,"tags=38%, list=21%, signal=47%",TC_micro
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,Details ...,254,0.39382797,1.7478216,0,0.10871028,0.222,4243,"tags=42%, list=24%, signal=54%",TC_micro
KEGG_LONG_TERM_DEPRESSION,KEGG_LONG_TERM_DEPRESSION,Details ...,65,0.48348525,1.7917444,0.004137931,0.1464282,0.152,5277,"tags=52%, list=30%, signal=74%",TC_micro
