gene_name,B6-1-Tfh,B6-1-Tn,B6-2-Tfh,B6-2-Tn,B6-3-Tfh,B6-3-Tn,B6-4-Tfh,B6-4-Tn
Cbr4,183,127,171,101,167,92,156,98
Cbs,0,1,0,0,0,0,0,0
Cbwd1,158,158,150,130,137,145,149,154
Cbx1,1320,1393,1435,1290,1415,1232,1520,1387
Cbx2,257,516,214,344,192,366,232,367
Cbx3,461,550,494,513,452,451,450,454
Cbx3-ps3,0,1,0,0,1,0,1,1
Cbx4,1836,3703,1832,2846,1786,2991,1792,3050
Cbx5,2378,1671,1897,1598,2295,1482,2127,1645
Cbx6,5733,1409,5063,1211,5623,1176,5258,1276
Cbx7,8674,5181,7653,4633,8382,4829,7436,5174
Cbx8,255,441,294,382,251,379,280,389
Cby1,216,131,221,113,184,112,185,116
Cby3,0,0,0,0,0,0,0,0
Cc2d1a,1566,1085,1658,1052,1459,1107,1559,1178
Cc2d1b,2329,2436,2495,2121,2143,2146,2387,2188
Cc2d2a,225,0,157,0,205,0,149,1
Ccar1,2343,2343,2154,2187,2390,2193,2400,2377
Ccar2,3223,2731,3131,2401,3029,2237,3012,2385
Ccbl1,139,331,182,275,140,264,155,292
Ccbl2,41,43,33,43,48,40,41,42
Ccdc101,321,605,435,522,311,576,350,560
Ccdc102a,15,118,8,102,3,100,6,81
Ccdc103,4,0,2,0,0,0,1,0
Ccdc106,1,1,5,1,3,1,1,0
Ccdc107,308,404,386,386,274,412,266,345
Ccdc108,0,0,0,0,0,0,0,0
Ccdc109b,310,94,337,63,349,81,311,60
Ccdc112,68,11,45,9,72,7,48,9
Ccdc114,14,63,18,34,15,46,9,58
Ccdc115,549,707,740,686,587,599,643,590
Ccdc116,33,28,18,23,19,31,33,27
Ccdc117,1119,1087,1238,1070,1234,1176,1374,1351
Ccdc12,715,801,931,733,763,737,767,705
Ccdc120,171,0,104,0,169,0,116,0
Ccdc122,74,6,38,4,39,6,29,1
Ccdc124,637,639,735,561,616,579,618,596
Ccdc125,869,575,821,467,843,492,822,512
Ccdc126,443,298,469,215,469,234,413,234
Ccdc127,894,936,820,771,795,810,775,831
Ccdc13,2,2,0,0,0,0,0,2
Ccdc130,410,410,439,330,381,357,443,376
Ccdc132,486,597,470,525,437,503,477,543
Ccdc134,453,463,475,492,397,438,480,540
Ccdc136,99,2,70,2,63,2,58,3
Ccdc137,672,632,696,607,651,665,719,694
Ccdc138,28,33,33,27,33,24,34,36
Ccdc14,140,117,104,103,143,105,134,94
Ccdc141,424,37,322,31,408,42,402,29
Ccdc142,445,367,438,392,394,366,478,446
Ccdc142os,35,25,30,26,32,21,27,19
Ccdc146,0,0,0,0,0,0,0,0
Ccdc148,34,11,28,6,29,10,21,14
Ccdc149,0,0,0,0,0,0,0,0
Ccdc15,159,154,108,145,131,93,116,126
Ccdc150,6,3,4,4,4,1,2,8
Ccdc151,1,0,1,0,0,0,0,0
Ccdc152,0,0,0,1,0,0,0,0
Ccdc153,0,0,0,0,0,0,0,0
Ccdc154,1,1,4,0,1,3,4,4
Ccdc155,4,2,1,1,3,0,7,2
Ccdc157,639,170,460,109,518,117,469,144
Ccdc158,12,2,15,4,13,1,5,2
Ccdc159,4,2,11,0,10,0,9,0
Ccdc160,0,1,0,0,0,0,0,0
Ccdc162,9,30,2,19,3,21,5,21
Ccdc163,287,124,359,118,311,95,326,110
Ccdc166,259,284,296,294,255,258,266,310
Ccdc167,413,336,328,295,331,268,323,311
Ccdc169,2,2,2,1,0,0,1,2
Ccdc17,207,98,180,74,160,62,168,82
Ccdc170,5,21,2,13,3,15,7,21
Ccdc171,315,250,255,214,279,269,305,218
Ccdc173,76,45,75,54,66,32,58,30
Ccdc174,514,593,564,518,495,563,536,567
Ccdc175,0,2,1,0,0,1,0,1
Ccdc176,7,39,8,28,3,24,18,25
Ccdc177,3,0,0,0,1,0,1,0
Ccdc18,28,14,16,12,16,6,21,5
Ccdc181,252,91,201,88,182,79,208,74
Ccdc183,0,0,0,0,0,0,0,0
Ccdc184,4,0,1,0,0,0,2,0
Ccdc185,0,0,0,0,0,0,0,0
Ccdc186,757,671,628,649,739,584,736,702
Ccdc22,27,83,37,73,23,74,31,93
Ccdc23,294,331,366,303,269,315,282,303
Ccdc24,0,0,0,0,0,0,0,0
Ccdc25,670,688,682,605,586,578,683,598
Ccdc28a,487,346,481,310,444,275,461,266
Ccdc28b,951,125,891,79,1003,90,906,81
Ccdc3,1,0,0,0,0,0,0,0
Ccdc30,25,146,26,141,15,113,26,132
Ccdc32,399,317,385,325,378,281,375,269
Ccdc33,0,0,0,0,0,1,2,0
Ccdc34,126,80,121,76,113,78,118,56
Ccdc36,1,0,0,0,0,0,0,0
Ccdc37,0,0,0,0,0,0,0,0
Ccdc38,63,11,60,10,48,2,61,7
Ccdc39,0,0,0,1,0,1,0,0
Ccdc40,65,14,39,11,49,15,56,13
Ccdc42b,0,0,0,0,0,0,0,1
Ccdc43,498,546,479,476,441,481,463,473
Ccdc47,1923,2108,1872,1787,1801,1765,1901,1812
Ccdc50,4608,606,3533,641,4126,509,3476,490
Ccdc50-ps,2,0,0,0,0,0,2,0
Ccdc51,199,226,205,239,190,206,220,201
Ccdc53,553,1049,661,933,505,1035,585,948
Ccdc55,665,613,678,564,648,542,732,621
Ccdc57,32,3,16,1,20,4,21,1
Ccdc58,160,242,187,167,175,198,147,179
Ccdc59,896,770,929,723,766,708,804,762
Ccdc6,1288,1394,1269,1247,1474,1354,1523,1537
Ccdc60,0,0,0,0,0,0,0,0
Ccdc61,478,360,567,319,447,344,464,336
Ccdc62,119,88,112,73,99,72,95,74
Ccdc63,19,1,16,0,14,1,12,0
Ccdc64,1926,2540,2165,2494,2175,2556,2188,2729
Ccdc64b,0,0,0,0,0,0,0,0
Ccdc65,1,0,0,0,0,0,0,0
Ccdc66,670,520,701,406,616,357,632,402
Ccdc67,4,0,1,0,3,0,4,0
Ccdc68,0,0,0,0,0,0,0,0
Ccdc69,876,631,951,518,823,523,889,499
Ccdc71,993,1264,1207,1133,1053,1172,970,1077
Ccdc71l,585,689,592,654,562,602,564,665
Ccdc73,5,13,5,8,4,7,6,7
Ccdc74a,53,1,14,0,29,0,15,1
Ccdc77,284,297,250,280,322,272,297,304
Ccdc78,1,1,1,0,1,1,0,0
Ccdc79,6,3,4,0,5,0,6,3
Ccdc8,2,0,0,0,0,0,1,0
Ccdc80,478,0,252,1,368,0,215,0
Ccdc81,1,0,0,0,0,0,0,0
Ccdc82,955,895,755,864,950,778,797,871
Ccdc83,0,0,0,0,0,0,0,0
Ccdc84,438,308,425,242,376,252,385,246
Ccdc85b,291,423,351,347,264,390,300,364
Ccdc85c,4,8,9,6,3,9,4,5
Ccdc86,277,395,336,351,292,353,290,365
Ccdc87,5,10,1,3,3,5,1,1
Ccdc88a,196,56,118,40,228,44,144,55
Ccdc88b,5077,4860,4996,4509,4820,4575,5224,5179
Ccdc88c,4655,5912,3988,5399,4331,5300,4593,6037
Ccdc89,1,0,0,1,0,0,0,0
Ccdc9,1561,1618,1550,1402,1361,1452,1326,1382
Ccdc90b,179,184,177,155,180,155,173,159
Ccdc91,406,379,488,351,476,363,463,372
Ccdc92,747,322,839,327,779,354,842,375
Ccdc93,1181,1481,1140,1406,1166,1337,1216,1535
Ccdc94,308,379,381,342,334,345,313,344
Ccdc96,1,2,3,3,1,3,2,2
Ccdc97,2012,1975,2272,1801,2053,1995,2152,1963
Cchcr1,445,119,425,116,403,89,448,90
Ccin,0,2,0,1,1,0,0,0
Cckar,0,0,1,0,0,0,0,0
Ccl1,27,0,24,1,20,1,17,0
Ccl17,0,0,0,0,0,0,0,0
Ccl2,0,0,0,0,0,0,0,0
Ccl20,0,0,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0,0,0
Ccl22,1,0,1,1,0,0,1,0
Ccl24,0,0,0,0,0,0,0,0
Ccl25,76,63,74,47,83,51,82,57
Ccl27a,21,14,28,17,32,15,25,17
Ccl28,7,4,1,3,2,5,2,2
Ccl3,26,0,19,0,23,2,30,1
Ccl4,8,0,24,4,36,1,37,10
Ccl5,308,9,574,100,641,109,1122,234
Ccl6,7,1,1,2,1,0,0,0
Ccl9,4,1,9,0,0,0,0,0
Ccm2,4357,5521,5150,4877,4571,5119,4931,5069
Ccm2l,1,0,0,0,0,0,0,0
Ccna2,79,7,68,8,64,11,68,6
Ccnb1,51,15,38,5,39,10,40,9
Ccnb1ip1,0,0,0,0,0,0,0,0
Ccnb2,83,8,122,13,79,11,80,14
Ccnb2-ps,3,3,2,0,1,1,2,3
Ccnb3,0,0,0,0,0,0,0,0
Ccnc,661,650,712,604,667,538,637,550
Ccnd1,5,6,1,4,0,5,2,1
Ccnd2,10326,16967,9895,13601,9762,14351,10123,16700
Ccnd3,2534,4859,3431,4402,3056,4582,3114,4904
Ccnd3-ps,2,1,1,1,3,4,0,0
Ccndbp1,1943,1820,2186,1689,1906,1566,1899,1556
Ccne1,125,148,130,114,78,106,98,124
Ccne2,49,14,47,11,42,4,43,7
Ccnf,95,30,61,33,60,39,69,23
Ccng1,4344,3896,4725,3561,4422,3667,4943,3586
Ccng2,1796,1767,1721,1508,1810,1489,1837,1501
Ccnh,594,615,600,499,485,522,500,458
Ccni,4207,4691,4708,4199,4279,4154,4297,3898
Ccnj,218,211,211,203,202,198,191,185
Ccnjl,1,14,0,16,0,15,2,11
Ccnk,1511,1380,1618,1271,1569,1379,1610,1443
Ccnl1,3651,3779,3942,3813,3757,3715,4170,4450
Ccnl2,4735,4030,4750,3941,4726,4068,5198,4895
Ccno,3,6,1,6,0,2,0,0
Ccnt1,2372,2558,2052,2358,2301,2318,2255,2491
Ccnt2,2704,2454,2470,2157,2627,2062,2692,2473
Ccny,2381,2751,2465,2388,2457,2465,2338,2464
Ccnyl1,91,95,77,82,80,74,90,84
Ccp110,453,283,361,246,383,195,398,257
Ccpg1,181,127,200,117,179,123,179,123
Ccpg1os,65,36,73,46,56,35,58,33
Ccr1,0,0,3,1,0,0,0,0
Ccr10,1,0,3,0,1,0,0,0
Ccr1l1,0,0,0,0,0,0,0,0
Ccr2,76,11,106,59,88,23,112,33
Ccr3,5,0,2,0,5,0,4,4
Ccr4,1342,38,1323,94,1176,49,1251,69
Ccr5,98,2,138,36,243,27,296,46
Ccr6,490,14,276,16,239,19,283,9
Ccr7,1510,15444,2215,12956,1953,13938,1831,12336
Ccr8,999,22,840,25,983,13,635,8
Ccr9,22,166,23,134,12,86,20,114
Ccrl2,216,4,166,10,177,11,127,8
Ccrn4l,336,301,251,263,220,308,412,350
Ccs,583,942,698,840,531,930,697,797
Ccsap,211,250,223,198,233,201,228,200
Ccser1,14,0,11,0,27,1,9,0
Ccser2,2561,2131,2281,1862,2581,1862,2399,1946
Cct2,4367,7183,4904,6604,4304,6894,4692,6787
Cct3,3463,3781,3828,3817,3650,3962,3981,4175
Cct3-ps1,0,1,1,0,1,0,1,0
Cct4,3694,5388,4459,5496,4081,5403,4231,5477
Cct5,4138,6978,4837,6567,4191,6711,4585,6703
Cct6a,2260,3944,2590,3426,2339,3314,2445,3539
Cct6b,9,10,8,5,8,6,10,4
Cct7,3436,4767,4045,4565,3643,4530,3725,4424
Cct8,3497,5040,4026,4824,3660,4643,4036,5113
Cct8l1,0,1,0,0,0,0,0,0
Ccz1,1050,897,1038,665,932,725,887,746
Cd101,910,397,709,253,833,261,694,260
Cd109,184,0,146,0,196,0,129,0
Cd14,0,0,0,0,0,0,0,0
Cd151,379,285,424,290,356,271,363,259
Cd160,436,46,462,33,289,33,314,38
Cd163,2,13,0,4,2,10,2,12
Cd163l1,1,4,12,3,0,2,6,4
Cd164,6543,8346,7148,7672,6424,7753,6432,7746
Cd164l2,0,2,0,1,1,0,1,1
Cd177,4,61,4,28,0,41,1,49
Cd180,7,0,2,1,0,2,2,0
Cd19,12,2,6,0,4,1,3,0
Cd1d1,1019,833,1088,727,954,758,959,701
Cd1d2,30,17,21,24,24,12,24,34
Cd2,10824,8660,12050,7154,10866,6977,9885,6767
Cd200,2689,325,2548,344,2782,208,2550,287
Cd200r1,856,442,779,327,644,300,669,335
Cd200r2,2,0,0,0,0,0,1,0
Cd200r3,6,99,7,86,2,68,6,84
Cd200r4,75,131,56,142,60,162,55,132
Cd209a,4,0,0,0,0,0,0,1
Cd209c,0,0,0,0,0,0,0,0
Cd209d,0,0,1,0,0,0,0,0
Cd209e,0,0,0,0,0,0,0,0
Cd22,1722,3,1969,8,1580,7,1934,4
Cd226,838,904,790,748,623,764,752,741
Cd244,8,3,1,0,2,2,3,0
Cd247,10550,11810,12217,10454,11673,10852,11156,10084
Cd248,0,0,1,0,1,0,1,0
Cd24a,27,26,46,32,23,27,18,20
Cd27,8374,5914,8909,5397,8237,5361,7904,5675
Cd274,2023,1004,1851,841,1933,798,1833,912
Cd276,0,0,0,0,0,0,0,0
Cd28,11627,7464,13743,8388,13510,7657,14087,7996
Cd2ap,1330,2850,1230,2387,1300,2373,1277,2485
Cd2bp2,2777,2253,2827,2093,2763,2159,2732,2053
Cd300a,4,4,4,1,1,2,1,1
Cd300c,0,0,0,0,0,0,0,0
Cd300e,0,0,1,0,2,0,0,0
Cd300lb,7,0,8,0,6,0,8,0
Cd300ld,1,1,0,0,1,0,0,0
Cd300lf,19,5,10,1,7,0,7,0
Cd300lg,1,0,2,0,0,0,1,0
Cd300lh,0,0,0,0,0,0,0,0
Cd302,0,1,1,0,0,0,1,0
Cd320,157,119,179,104,169,96,144,102
Cd33,1,1,0,0,0,0,0,0
Cd34,1,0,0,0,0,0,0,0
Cd36,5,0,1,0,0,0,0,0
Cd37,5909,5462,6823,5076,5764,5169,6241,5253
Cd38,736,11,701,18,720,12,737,16
Cd3d,9932,10202,12027,9588,10757,9766,10196,8457
Cd3e,14399,10139,15983,10003,15590,9692,14871,10384
Cd3eap,189,326,206,282,205,277,193,260
Cd3g,14494,12595,17670,11790,15573,11720,15246,11065
Cd4,35099,22559,39174,21144,38943,22098,37976,22499
Cd40,21,6,16,1,16,1,17,1
Cd40lg,1935,1726,2300,1350,2322,1435,2355,1627
Cd44,7330,530,7857,497,7716,383,7598,510
Cd46,159,217,125,123,106,126,98,124
Cd47,2125,5898,2232,4955,2255,4613,2086,4907
Cd48,2565,2714,2826,2319,2424,2461,2473,2424
Cd5,12237,11392,15495,9083,12703,9225,15181,9008
Cd52,11055,20980,12853,16590,10557,17483,10690,15525
Cd53,15065,21789,17600,19637,15905,19734,15544,19257
Cd55,82,1570,114,1266,70,1309,80,1309
Cd59a,1,0,1,0,1,1,0,0
Cd59b,0,0,0,0,0,0,0,0
Cd5l,1,0,0,0,4,0,4,0
Cd6,14215,12384,16882,10056,13947,9963,16609,9938
Cd63,3,0,5,0,1,0,2,0
Cd63-ps,0,0,0,0,0,0,0,0
Cd68,119,25,111,33,120,31,125,34
Cd69,1640,1947,2042,2438,1970,2494,1780,2373
Cd7,98,709,175,504,95,577,114,548
Cd70,16,0,4,0,8,0,7,0
Cd72,246,640,269,530,178,513,201,656
Cd74,2159,302,2053,242,2271,266,1810,137
Cd79a,12,10,19,9,9,9,7,9
Cd79b,149,27,127,17,125,20,97,10
Cd80,244,4,287,3,314,2,309,1
Cd81,2976,467,2489,392,2608,397,1900,418
Cd82,23531,5330,22761,4040,23395,4293,20334,3937
Cd83,5437,49,4707,48,5028,45,4171,21
Cd84,4923,3360,4621,2690,4766,2591,4594,2759
Cd86,243,61,231,54,144,73,154,82
Cd8a,0,13,0,4,0,3,0,3
Cd8b1,143,373,133,291,124,342,125,341
Cd9,2141,1287,2280,1204,2051,1173,2010,1207
Cd9-ps,1,0,0,1,1,1,0,2
Cd93,7,0,2,0,3,0,0,1
Cd96,2447,4441,3018,3281,2054,3636,2482,3259
Cd99l2,1054,445,977,375,1145,337,944,313
Cda,0,0,0,0,0,0,0,0
Cdadc1,421,414,390,361,373,367,431,365
Cdan1,1081,880,1183,846,1168,845,1195,900
Cdc123,1064,1118,1078,896,1010,926,1101,949
Cdc14a,904,351,822,329,910,316,794,394
Cdc14b,323,484,278,388,350,354,277,418
Cdc16,964,828,923,803,913,754,904,817
Cdc20,115,70,126,51,93,62,109,75
Cdc20b,0,0,0,0,0,0,0,0
Cdc23,1711,1451,1727,1298,1702,1263,1679,1291
Cdc25a,535,662,474,580,452,591,529,615
Cdc25b,4455,988,4491,904,5378,936,4894,1089
Cdc25c,10,0,16,2,3,0,6,0
Cdc26,552,569,605,496,534,452,555,501
Cdc27,1430,1558,1255,1514,1304,1383,1351,1461
Cdc34,811,949,915,858,851,920,831,830
Cdc34-ps,1,1,0,1,0,0,0,0
Cdc37,3491,5158,4320,4758,3809,4883,3861,4798
Cdc37l1,792,959,720,830,796,779,768,857
Cdc40,1492,2093,1357,1725,1365,1751,1317,1678
Cdc42,9627,11420,11683,10131,9902,10077,10177,10459
Cdc42bpa,63,11,42,8,72,12,23,5
Cdc42bpb,41,17,25,22,46,8,22,15
Cdc42bpg,352,242,297,172,282,188,290,162
Cdc42ep1,0,0,0,0,0,0,0,0
Cdc42ep2,0,1,2,1,2,2,3,1
Cdc42ep3,750,451,919,416,748,376,796,410
Cdc42ep4,99,181,121,117,89,121,100,148
Cdc42ep5,0,0,1,0,0,0,0,1
Cdc42se1,6065,9910,7843,9105,6708,9091,6706,8742
Cdc42se2,7226,7348,7440,6150,7679,6059,7271,5918
Cdc45,86,54,77,47,83,40,78,57
Cdc5l,1652,2020,1825,1824,1606,1937,1659,1858
Cdc6,63,10,41,8,46,8,46,10
Cdc7,373,453,428,426,419,436,497,449
Cdc73,1696,1480,1612,1380,1565,1243,1523,1378
Cdca2,55,28,37,25,38,23,43,29
Cdca3,62,58,76,37,46,40,73,47
Cdca4,1411,1669,1479,1407,1428,1447,1334,1383
Cdca5,27,15,35,6,28,11,35,9
Cdca7,377,204,409,218,318,179,357,206
Cdca7l,829,675,824,671,754,649,803,624
Cdca8,103,29,122,38,114,28,132,37
Cdcp1,240,15,118,9,180,11,161,6
Cdcp2,0,0,2,0,0,0,1,0
Cdh1,2,16,8,10,6,14,8,8
Cdh10,1,0,0,0,0,1,1,0
Cdh11,13,15,19,14,16,12,10,7
Cdh13,7,15,22,18,5,7,6,10
Cdh15,17,1,15,0,21,0,6,1
Cdh16,0,1,0,2,0,0,0,0
Cdh17,18,2,14,2,14,1,11,0
Cdh19,0,0,0,0,0,0,0,0
Cdh2,0,0,0,0,0,0,0,0
Cdh20,2,0,1,0,0,0,1,0
Cdh22,0,0,0,0,0,0,0,0
Cdh23,629,21,566,14,706,15,538,12
Cdh24,603,431,649,475,639,401,719,519
Cdh3,7,1,11,0,18,0,8,0
Cdh5,1,11,0,4,1,3,0,6
Cdhr1,2,1,1,1,0,0,1,0
Cdhr2,0,0,1,0,0,0,0,0
Cdhr3,1,1,1,4,2,1,1,2
Cdhr4,2,10,1,5,2,4,3,10
Cdhr5,0,0,0,0,0,0,0,0
Cdip1,976,1155,819,940,999,982,844,971
Cdipt,2976,4217,3642,3817,2927,4111,3223,4018
Cdk1,72,6,84,11,54,7,65,11
Cdk10,493,388,622,428,519,368,571,417
Cdk11b,2363,2677,2619,2501,2476,2684,2676,3034
Cdk12,2466,3221,1939,2814,2342,2699,2349,2954
Cdk13,3827,4144,3685,3814,3817,3695,3585,3986
Cdk14,2,0,2,0,3,2,2,0
Cdk16,1293,1363,1409,1388,1308,1423,1392,1580
Cdk17,3952,2888,3628,2559,3563,2455,3715,2652
Cdk18,0,0,0,0,0,0,0,0
Cdk19,2216,2882,2117,2524,2102,2350,1989,2276
Cdk19os,0,0,0,0,1,0,1,0
Cdk2,783,1046,684,839,652,842,763,989
Cdk20,62,120,80,117,77,97,72,96
Cdk2ap1,328,201,404,191,366,204,387,233
Cdk2ap2,5410,4134,6484,3947,5614,4207,5836,4093
Cdk3-ps,19,31,16,19,12,21,17,33
Cdk4,2162,2568,2453,2189,2099,2189,2181,2070
Cdk5,868,767,921,672,824,689,946,715
Cdk5r1,1185,57,984,55,1229,64,1178,77
Cdk5r2,0,0,1,1,2,0,0,1
Cdk5rap1,288,416,329,310,205,244,356,357
Cdk5rap2,1155,1032,1144,989,1177,919,1099,929
Cdk5rap3,1165,1374,1322,1191,1078,1176,1211,1188
Cdk6,2203,620,1597,432,2133,443,1957,530
Cdk7,931,917,953,829,927,766,865,770
Cdk8,813,587,680,524,770,531,718,598
Cdk9,2048,1696,2045,1529,1975,1495,1949,1610
Cdkal1,493,581,436,420,396,469,435,474
Cdkl1,0,0,1,0,0,0,0,0
Cdkl2,60,21,47,35,56,27,61,44
Cdkl3,115,94,88,50,75,58,87,49
Cdkl4,26,38,22,26,25,26,23,21
Cdkl5,51,74,29,77,33,70,39,67
Cdkn1a,69,3,60,2,80,1,66,2
Cdkn1b,5675,4229,5960,4419,6063,4047,6247,4522
Cdkn1c,30,20,19,19,22,16,21,12
Cdkn2a,14,0,18,0,19,0,31,0
Cdkn2aip,845,938,985,849,868,778,857,856
Cdkn2aipnl,2232,2131,2587,1810,2263,1769,2348,1734
Cdkn2b,69,0,93,2,121,0,102,2
Cdkn2c,506,88,467,62,419,70,430,65
Cdkn2d,531,2072,668,1579,524,1643,577,1448
Cdkn3,16,6,9,8,9,1,9,2
Cdnf,42,46,28,31,19,25,23,38
Cdo1,21,22,24,15,27,25,30,27
Cdon,1471,1249,1193,1101,1364,1050,1412,1211
Cdpf1,241,380,318,311,215,322,285,333
Cdr2,157,381,199,340,191,389,208,457
Cdr2l,0,29,3,37,0,34,1,28
Cdrt4,1,0,0,0,0,0,0,0
Cds1,0,0,0,0,0,0,0,0
Cds2,6652,5594,6017,5278,6727,5224,6435,5783
Cdt1,711,908,831,915,809,958,760,980
Cdv3,1126,1464,1154,1300,1081,1336,1119,1409
Cdx2,0,0,0,0,0,0,0,0
Cdyl,344,456,363,402,354,352,357,396
Cdyl2,654,931,638,712,607,678,645,688
Ceacam1,7,16,2,7,1,3,0,8
Ceacam10,0,0,1,0,0,0,0,0
Ceacam15,0,0,0,0,1,0,1,0
Ceacam16,10,3,7,2,4,7,4,0
Ceacam18,0,0,0,0,0,0,0,0
Ceacam19,0,0,0,0,0,0,0,0
Ceacam2,0,0,0,0,0,0,0,0
Ceacam20,0,0,0,0,0,0,0,0
Ceacam3,0,0,0,0,0,0,0,0
Ceacam5,0,0,0,0,0,0,0,0
Cebpa,2721,2,1996,4,2213,5,1937,2
Cebpb,277,61,251,83,272,46,187,58
Cebpd,58,2,42,2,64,2,61,0
Cebpe,1,0,1,0,0,0,0,0
Cebpg,1387,1061,1303,948,1296,923,1355,966
Cebpz,1743,2360,1811,2130,1712,1977,1813,2164
Cebpzos,221,168,242,132,198,134,217,140
Cecr2,2,1,3,1,6,0,4,1
Cecr5,1619,1949,1699,1875,1513,1751,1822,1940
Cecr6,14,14,15,16,10,20,7,14
Cel,0,0,0,0,0,1,0,1
Cela1,178,2,183,2,149,2,140,3
Cela2a,0,0,0,0,0,0,0,0
Cela3b,0,0,0,0,0,0,0,0
Celf1,5766,6812,4785,6103,5581,5935,5591,7080
Celf2,7930,5455,6966,5063,7063,4265,7315,5044
Celf3,153,0,125,0,138,1,133,0
Celf4,3,1,2,0,5,1,1,2
Celf5,153,4,89,3,127,3,106,3
Celf6,0,0,0,0,0,0,0,0
Celsr1,4494,2976,3739,2545,4223,2266,4057,2756
Celsr2,188,303,116,214,134,190,137,235
Celsr3,2,0,1,0,0,1,4,0
Cemip,100,0,43,1,76,0,33,0
Cend1,31,0,26,0,24,0,16,0
Cenpa,927,589,970,539,871,520,905,577
Cenpb,2186,1225,2079,952,1947,912,1823,901
Cenpc1,623,505,584,428,602,443,529,454
Cenpe,139,33,114,33,91,27,125,27
Cenpf,57,10,35,3,42,2,49,4
Cenph,35,3,37,7,20,11,29,14
Cenpi,25,15,30,13,21,11,18,13
Cenpj,276,638,254,537,214,537,264,597
Cenpk,14,4,14,4,14,4,12,6
Cenpl,258,142,231,141,229,111,217,143
Cenpm,26,8,23,13,14,8,24,5
Cenpn,48,24,47,27,40,28,40,26
Cenpo,518,409,473,356,441,331,465,352
Cenpp,10,13,10,9,8,6,8,2
Cenpq,431,498,487,429,437,420,434,448
Cenpt,212,341,266,321,223,375,269,372
Cenpu,63,46,52,45,56,26,59,36
Cenpv,30,16,45,29,28,19,47,35
Cenpw,16,31,27,28,17,22,15,26
Cep104,635,586,620,550,642,545,672,642
Cep112,216,0,156,0,199,1,116,0
Cep112os1,16,0,11,0,13,0,4,0
Cep112os2,1,0,3,0,3,0,2,0
Cep120,2104,2246,2076,1978,1934,1962,2034,2025
Cep126,2,0,2,0,6,0,0,0
Cep128,258,234,245,166,216,160,228,171
Cep131,192,118,181,105,168,97,175,126
Cep135,835,784,735,652,761,646,835,740
Cep152,487,709,426,586,434,523,496,601
Cep162,737,526,659,439,774,421,713,477
Cep164,816,1109,765,975,766,861,781,1030
Cep170,849,689,745,557,855,532,806,671
Cep170b,848,277,735,286,841,264,725,273
Cep19,540,364,539,266,512,341,467,361
Cep192,2489,2640,2007,2219,2436,2035,2159,2245
Cep250,3155,1702,3075,1613,2967,1593,3337,1814
Cep290,352,100,287,57,300,51,245,83
Cep295,1135,1406,876,1198,1005,1091,1033,1325
Cep350,4066,5932,3162,5094,3708,4413,3963,5720
Cep41,391,354,452,325,360,285,387,280
Cep44,268,277,259,241,218,211,251,212
Cep55,64,22,61,11,35,10,50,17
Cep57,1039,977,1017,817,921,863,934,838
Cep57l1,194,389,166,355,151,300,164,309
Cep63,758,749,752,667,689,684,737,661
Cep68,692,1436,763,1350,754,1253,805,1371
Cep70,244,192,222,150,215,116,217,162
Cep72,102,151,97,81,98,100,68,90
Cep76,188,231,199,198,189,202,185,230
Cep78,126,126,118,120,107,106,135,116
Cep83,557,618,560,492,583,517,599,548
Cep83os,440,343,375,254,403,244,385,226
Cep85,785,824,562,601,643,637,596,636
Cep85l,360,102,179,83,263,77,213,105
Cep89,249,121,251,112,230,107,225,112
Cep95,756,872,865,782,806,768,849,904
Cep97,1420,2555,1159,1968,1321,1957,1343,2239
Cept1,2245,1559,2624,1546,2522,1475,2403,1504
Cer1,0,0,0,0,0,0,0,0
Cercam,43,21,31,7,32,18,16,10
Cerk,1008,1027,724,736,821,787,719,813
Cerkl,209,107,155,62,208,72,181,60
Cers1,0,0,0,0,0,1,0,0
Cers2,3590,2936,3813,2790,3651,2840,3659,2921
Cers3,1,0,1,0,0,0,1,2
Cers4,2668,626,2678,649,2679,569,2759,603
Cers5,1623,1447,1690,1269,1461,1391,1550,1257
Cers6,249,1370,353,1387,207,1345,378,1481
Ces2a,8,0,7,0,8,0,6,0
Ces2b,0,0,0,0,0,0,1,0
Ces2c,900,1,789,1,811,2,745,0
Ces2d-ps,77,1,106,0,82,0,74,1
Ces2e,1,0,1,0,0,0,0,0
Ces2g,14,0,10,2,14,0,8,0
Ces4a,0,0,0,0,0,0,0,0
Cetn1,0,0,0,0,0,0,0,0
Cetn2,876,821,1064,836,804,737,842,670
Cetn3,707,946,787,812,625,816,618,770
Cetn4,53,1,36,1,40,0,34,1
Cfap126,63,3,73,2,44,0,42,5
Cfap20,480,377,475,360,448,378,456,373
Cfap36,521,286,508,226,409,232,509,222
Cfap43,1628,2035,1568,1859,1502,1937,1546,1974
Cfap44,0,0,0,0,0,0,0,0
Cfap45,6,4,8,2,1,4,10,2
Cfap46,2,0,5,3,4,3,2,0
Cfap52,0,0,0,0,2,0,0,0
Cfap53,9,3,3,1,5,1,4,1
Cfap54,26,1,11,1,21,1,16,1
Cfap57,0,0,0,0,0,0,0,0
Cfap58,0,0,0,0,0,0,0,0
Cfap61,0,0,0,0,0,0,0,0
Cfap70,0,0,0,0,0,1,0,0
Cfap74,77,102,93,83,68,45,106,135
