gene_name,TC1-Tfh,TC1-Tn,TC2-Tfh,TC2-Tn,TC4-Tfh,TC4-Tn
Gm5920,0,1,0,0,0,0
Gm5921,1,2,0,1,3,2
Gm5931,0,1,1,2,3,2
Gm5937,1,0,1,0,2,1
Gm5939,1,3,1,0,0,1
Gm5940,0,0,0,0,0,0
Gm5942,0,1,0,0,0,1
Gm5943,0,0,0,0,0,0
Gm5944,0,0,1,1,5,1
Gm5946,2,0,0,2,3,0
Gm595,0,0,0,0,0,0
Gm5960,1,1,0,1,0,0
Gm5963,6,13,5,8,5,8
Gm5967,0,0,0,1,1,1
Gm5970,6,7,6,1,11,2
Gm5974,0,0,0,1,0,0
Gm5976,0,0,0,0,0,0
Gm5977,0,1,0,0,0,1
Gm6020,0,0,1,0,2,0
Gm6023,2,5,0,6,3,6
Gm6025,0,0,0,0,0,0
Gm6027,0,0,0,0,0,0
Gm6028,0,4,0,1,0,3
Gm6030,1,9,7,16,7,18
Gm6031,0,0,0,1,0,0
Gm6034,5,10,5,6,6,3
Gm6039,0,1,0,0,0,1
Gm6043,0,0,0,0,0,0
Gm6044,1,0,0,2,2,3
Gm6054,0,0,0,0,0,0
Gm6055,5,7,2,4,7,8
Gm6061,2,1,3,2,2,0
Gm6065,1,0,0,0,0,0
Gm6067,0,0,0,0,0,0
Gm6075,0,0,0,0,0,0
Gm608,2146,2313,1952,2134,2224,2546
Gm6081,0,0,0,0,0,0
Gm6085,11,18,6,18,18,16
Gm6086,4,0,8,2,5,3
Gm6088,0,1,0,0,0,2
Gm609,0,0,0,0,0,0
Gm6091,0,0,1,0,0,0
Gm6096,0,0,0,0,0,0
Gm6101,0,0,0,0,0,0
Gm6104,0,1,0,0,0,0
Gm6114,0,0,0,0,0,0
Gm6119,4,1,2,1,2,1
Gm6123,0,1,1,0,0,1
Gm6133,0,1,2,4,1,0
Gm6134,0,0,0,0,0,0
Gm6136,16,22,4,26,18,17
Gm6139,4,1,0,1,1,0
Gm614,39,85,47,88,36,90
Gm6140,0,1,0,2,1,3
Gm6141,0,0,0,0,0,0
Gm6142,2,1,0,1,1,2
Gm6153,0,1,0,0,1,1
Gm6155,2,4,2,1,0,1
Gm6158,0,6,0,6,2,1
Gm6159,4,0,1,2,0,1
Gm6161,0,0,0,0,0,0
Gm6162,0,1,1,0,2,0
Gm6166,0,0,0,1,2,0
Gm6169,3,0,0,0,0,1
Gm6170,10,15,5,13,6,11
Gm6175,0,0,0,0,0,1
Gm6177,0,1,0,0,0,0
Gm6180,4,14,1,8,4,15
Gm6181,0,0,1,0,0,0
Gm6184,0,0,0,0,0,1
Gm6187,1,0,0,0,0,0
Gm6189,0,2,2,2,2,2
Gm6195,0,0,0,1,0,0
Gm6197,0,0,0,0,0,0
Gm6198,0,0,0,0,0,0
Gm6206,20,25,12,20,18,23
Gm6211,0,0,0,0,0,1
Gm6222,1,0,0,0,0,0
Gm6223,1,0,0,4,2,1
Gm6225,5,3,6,4,4,2
Gm6226,0,1,2,2,1,2
Gm6236,0,0,0,0,0,0
Gm6238,0,0,1,0,2,1
Gm6244,0,0,0,0,0,0
Gm6245,1,0,0,1,0,0
Gm6253,0,0,0,0,0,0
Gm6254,0,3,3,2,1,3
Gm6257,1,0,15,17,19,18
Gm6263,0,0,0,5,4,0
Gm6264,1,0,0,0,1,0
Gm6265,0,0,0,0,0,0
Gm6274,6,12,5,4,4,16
Gm6275,3,1,3,1,0,1
Gm6276,0,0,0,0,0,0
Gm6277,0,0,1,0,0,0
Gm6283,1,0,0,2,1,1
Gm6285,0,0,0,1,0,0
Gm6286,1,0,0,1,1,0
Gm6288,3,2,4,5,6,2
Gm6291,0,0,0,0,0,0
Gm6292,0,0,0,0,0,0
Gm6293,0,0,1,0,0,0
Gm6297,8,20,13,20,22,23
Gm6298,0,1,1,0,1,0
Gm6304,0,0,0,1,1,0
Gm6305,1,1,0,1,0,0
Gm6311,0,3,0,2,0,0
Gm6316,0,0,0,0,0,1
Gm6317,0,0,1,1,1,1
Gm6321,0,0,0,0,0,1
Gm6322,0,0,0,0,3,1
Gm6327,0,0,0,0,0,0
Gm6335,1,0,1,0,0,1
Gm6341,1,5,2,4,1,4
Gm6344,0,1,0,1,2,0
Gm6345,2,2,0,7,10,1
Gm6350,0,0,0,0,0,0
Gm6356,0,0,0,0,1,0
Gm6365,1,0,2,0,0,3
Gm6368,6,8,5,8,8,8
Gm6374,0,0,0,1,1,0
Gm6377,9,0,13,1,8,2
Gm6378,0,0,0,0,1,0
Gm6382,2,1,4,1,4,3
Gm6395,2,1,1,0,1,1
Gm6397,3,2,1,3,1,2
Gm6404,2,3,1,3,4,4
Gm6410,4,2,1,1,1,4
Gm6415,0,0,1,0,0,1
Gm6419,0,0,1,0,1,1
Gm6421,1,2,4,5,3,6
Gm6425,0,0,0,0,0,0
Gm6428,0,0,0,0,0,0
Gm6430,4,2,3,2,4,4
Gm6433,0,0,0,1,0,2
Gm6434,0,0,0,0,0,0
Gm6441,1,0,0,0,0,0
Gm6444,0,1,0,1,3,3
Gm6445,8,8,11,10,14,17
Gm6447,0,0,0,0,0,0
Gm6451,8,24,10,12,11,32
Gm6457,1,2,1,1,1,1
Gm6461,0,0,0,1,0,0
Gm6463,0,0,0,0,1,0
Gm6467,16,11,14,14,16,15
Gm6472,506,1461,413,1136,557,1293
Gm6473,2,0,0,0,1,0
Gm6478,6,1,5,2,0,1
Gm648,0,0,0,0,0,0
Gm6480,0,0,0,0,0,0
Gm6483,222,223,242,197,194,251
Gm6485,0,3,0,0,2,3
Gm6489,0,0,0,0,0,0
Gm6491,0,0,0,0,0,0
Gm6493,2,3,4,4,5,6
Gm6498,3,6,2,3,0,1
Gm6500,0,0,0,0,0,0
Gm6501,6,9,6,8,5,7
Gm6505,0,0,0,1,0,1
Gm6506,1,0,0,0,1,0
Gm6517,2,2,2,1,0,1
Gm6525,1,0,0,0,0,0
Gm6537,0,0,0,0,0,0
Gm6542,9,5,3,2,7,3
Gm6546,0,0,0,0,0,0
Gm6548,282,169,237,139,281,186
Gm6550,0,0,0,0,0,0
Gm6555,0,0,0,0,0,0
Gm6563,55,33,40,42,52,39
Gm6564,0,1,0,0,0,0
Gm6565,0,0,0,0,0,0
Gm6568,1,0,0,2,0,2
Gm6576,1,3,0,1,0,2
Gm6578,0,0,0,1,0,1
Gm6580,0,0,1,1,0,2
Gm6594,0,0,0,0,0,0
Gm6606,0,0,0,0,0,0
Gm6610,0,1,0,0,0,1
Gm6611,20,15,23,17,19,20
Gm6612,0,0,0,0,2,1
Gm6621,1,0,0,0,1,0
Gm6623,1,1,0,1,1,1
Gm6625,0,0,1,1,1,1
Gm6630,31,28,32,32,33,36
Gm6631,0,0,0,0,0,0
Gm6632,0,0,0,0,0,0
Gm6633,0,1,0,0,0,0
Gm6634,0,0,0,0,0,0
Gm6640,0,2,0,0,0,0
Gm6644,0,2,0,0,2,0
Gm6645,0,0,0,0,0,0
Gm6652,0,0,1,0,0,0
Gm6654,0,0,0,0,0,0
Gm6658,1,0,0,0,0,1
Gm6659,0,0,0,0,0,0
Gm6665,0,0,0,0,0,0
Gm6669,0,0,0,0,0,0
Gm6679,0,0,0,0,0,0
Gm6680,0,0,0,0,0,0
Gm6682,0,0,0,0,0,0
Gm6685,0,0,0,0,0,0
Gm6686,0,0,0,0,0,0
Gm6689,0,1,1,0,1,3
Gm6693,0,1,0,0,0,0
Gm6695,0,1,0,2,1,0
Gm6706,0,0,0,0,0,1
Gm6710,0,0,0,0,0,0
Gm6712,63,54,59,53,73,53
Gm6717,0,0,0,1,0,0
Gm6723,5,0,2,3,0,0
Gm6728,0,0,0,0,2,0
Gm6733,6,9,3,3,8,9
Gm6736,0,0,0,0,0,0
Gm6741,0,0,0,0,0,0
Gm6743,0,0,0,0,0,0
Gm6750,0,0,0,0,1,0
Gm6756,0,0,0,0,0,0
Gm6757,0,0,0,0,0,0
Gm6758,0,1,0,1,0,2
Gm6767,11,15,5,12,6,13
Gm6768,3,9,3,5,3,9
Gm6771,1,1,2,3,4,2
Gm6773,0,1,0,0,0,0
Gm6776,0,0,0,0,0,0
Gm6781,0,0,0,0,0,1
Gm6783,0,0,0,0,0,0
Gm6787,1,4,1,0,1,1
Gm6788,2,0,0,0,0,0
Gm6792,0,0,0,0,0,0
Gm6793,0,3,0,0,2,0
Gm6807,66,155,57,101,71,112
Gm6808,0,0,0,0,0,0
Gm6818,0,0,0,0,0,0
Gm6821,0,0,0,0,0,0
Gm6822,0,0,0,0,0,0
Gm6823,0,0,0,0,0,0
Gm6829,3,0,3,0,4,0
Gm684,19,1,8,0,21,4
Gm6851,1,0,0,0,1,0
Gm6863,17,30,24,21,12,30
Gm6871,0,1,0,0,0,0
Gm6872,0,0,0,0,0,1
Gm6877,0,1,1,0,0,0
Gm6881,0,0,0,1,0,1
Gm6884,0,0,0,0,0,0
Gm6887,0,0,0,0,0,0
Gm6893,0,0,0,0,1,0
Gm6899,0,0,0,0,1,0
Gm6900,1,2,0,0,0,0
Gm6901,0,0,0,0,0,0
Gm6903,0,0,0,0,0,0
Gm6904,41,38,41,35,77,49
Gm6910,23,47,25,43,47,61
Gm6912,0,0,0,0,0,0
Gm6917,0,0,0,0,0,0
Gm6919,0,0,0,0,0,0
Gm6921,0,0,0,0,0,0
Gm6931,0,0,1,1,1,0
Gm6934,4,86,1,81,3,119
Gm6939,10,8,10,11,5,16
Gm6944,2,1,0,1,2,0
Gm6946,1,1,2,0,0,0
Gm6954,0,0,0,0,0,0
Gm6960,0,0,0,0,0,0
Gm6967,1,2,2,2,0,0
Gm6969,2,3,1,3,1,1
Gm6976,0,1,0,1,0,1
Gm6977,1,3,1,0,4,5
Gm6981,2,4,2,2,0,2
Gm6984,0,0,0,0,0,1
Gm6985,0,0,0,0,0,0
Gm6987,0,2,0,0,0,0
Gm7008,2,1,4,1,2,0
Gm7019,3,0,1,2,2,2
Gm7027,64,66,49,41,80,77
Gm7030,0,0,0,0,0,0
Gm7061,47,41,55,52,51,49
Gm7063,0,0,0,0,0,0
Gm7068,2,1,4,3,3,1
Gm7069,0,1,0,1,0,1
Gm7071,0,0,0,0,0,1
Gm7075,0,1,0,0,1,0
Gm7076,0,0,0,0,0,0
Gm7079,0,0,0,0,0,0
Gm7083,0,0,0,0,0,0
Gm7091,0,2,0,0,0,0
Gm7094,0,0,0,0,0,0
Gm7099,1,0,0,0,1,0
Gm7102,0,0,0,0,1,0
Gm7103,0,0,0,0,0,1
Gm7108,2,4,2,0,0,3
Gm7114,0,0,0,1,1,0
Gm7115,0,0,0,0,0,0
Gm7117,6,22,9,34,10,28
Gm7120,29,35,19,28,14,27
Gm7123,0,0,0,0,0,0
Gm7129,2,0,0,1,2,1
Gm7132,1,0,3,0,2,2
Gm7142,1,0,0,0,2,0
Gm7146,0,0,0,0,0,0
Gm715,0,0,1,0,0,0
Gm7150,0,0,0,0,0,0
Gm7155,0,0,0,0,0,0
Gm7158,0,0,0,0,0,0
Gm7160,24,59,15,43,28,50
Gm7162,0,0,0,0,0,1
Gm7173,0,0,0,0,0,0
Gm7180,3,6,5,3,1,3
Gm7189,0,0,1,0,0,0
Gm7190,0,0,0,0,0,0
Gm7191,0,2,1,1,0,0
Gm7199,1,0,0,0,0,1
Gm7200,0,0,0,0,0,0
Gm7204,1,1,1,2,1,0
Gm7206,0,1,0,0,0,1
Gm7211,0,0,0,0,0,0
Gm7212,0,0,0,0,0,0
Gm7219,0,0,0,0,0,0
Gm7221,0,0,0,0,0,0
Gm7222,0,0,0,0,0,0
Gm7224,0,0,0,0,0,0
Gm7236,4,1,4,2,1,1
Gm7241,0,0,1,0,0,0
Gm7244,0,1,0,0,0,0
Gm7247,0,0,1,0,0,0
Gm7251,1,0,2,1,2,1
Gm7265,0,0,0,0,0,0
Gm7266,1,2,3,3,0,3
Gm7278,3,6,3,0,1,0
Gm7281,2,0,1,4,1,2
Gm7286,1,0,1,0,1,1
Gm7289,0,0,0,1,0,0
Gm7290,1,3,2,5,1,2
Gm7292,0,2,1,0,0,3
Gm7293,2,4,2,1,1,3
Gm7299,0,3,1,5,0,3
Gm7308,6,2,0,1,3,0
Gm7312,0,0,0,0,0,0
Gm7324,0,0,0,1,0,0
Gm7325,0,0,0,0,0,0
Gm7327,0,1,0,0,0,0
Gm7331,6,9,4,10,4,7
Gm7332,3,4,2,1,4,2
Gm7334,1,3,4,3,2,1
Gm7335,0,0,0,0,0,0
Gm7340,0,1,0,0,0,0
Gm7343,0,0,0,0,0,0
Gm7353,23,17,17,16,32,22
Gm7357,0,0,0,0,0,0
Gm7363,0,2,0,4,0,6
Gm7364,0,0,0,0,0,0
Gm7367,1,1,1,0,0,0
Gm7369,0,0,0,0,0,0
Gm7381,0,0,0,0,0,0
Gm7389,2,2,5,2,15,8
Gm7393,0,0,0,0,0,0
Gm7399,0,0,0,0,0,0
Gm7412,0,1,0,0,0,0
Gm7416,0,0,0,0,0,0
Gm7417,0,0,0,0,0,0
Gm7418,0,2,0,1,1,0
Gm7420,2,9,6,15,6,20
Gm7426,0,0,0,0,0,0
Gm7429,1,3,1,8,2,7
Gm7436,0,0,0,0,0,1
Gm7449,0,0,0,0,0,3
Gm7456,1,0,0,0,3,0
Gm7457,0,0,0,0,0,0
Gm7461,16,9,10,12,5,9
Gm7467,0,1,0,0,0,0
Gm7470,0,0,0,0,0,0
Gm7481,3,1,0,0,1,1
Gm7485,0,0,0,0,0,0
Gm7488,5,3,3,4,3,5
Gm7493,0,0,0,0,0,0
Gm7496,1,1,0,0,0,0
Gm7497,1,0,0,1,0,0
Gm7502,2,1,0,0,0,0
Gm7507,3,1,2,0,0,0
Gm7512,1,1,0,0,1,0
Gm7516,0,0,0,0,1,0
Gm7535,0,2,0,3,1,1
Gm7536,8,9,6,9,9,9
Gm7539,0,0,0,0,0,0
Gm7541,1,4,2,5,2,6
Gm7545,1,0,1,0,1,0
Gm7551,0,2,1,0,1,2
Gm7553,0,0,1,0,1,0
Gm7558,0,0,0,0,0,0
Gm7560,0,0,0,0,0,1
Gm7568,0,0,0,0,0,0
Gm7571,0,0,0,0,0,0
Gm7572,0,0,0,0,0,0
Gm7577,0,0,0,0,0,0
Gm7582,12,0,8,1,12,1
Gm7583,0,0,1,0,2,0
Gm7584,2,0,1,0,1,0
Gm7589,2,1,1,2,2,4
Gm7592,14,0,11,0,12,1
Gm7593,0,2,0,0,0,0
Gm7598,57,10,40,5,52,7
Gm7599,0,0,0,0,0,0
Gm7609,16,4,8,3,14,5
Gm7611,0,1,2,0,0,0
Gm7613,0,0,0,0,0,0
Gm7618,3,7,5,5,2,4
Gm7626,0,2,0,0,0,0
Gm7627,1,0,0,0,0,0
Gm7628,1,0,1,0,0,0
Gm7634,0,1,0,0,0,2
Gm7638,0,0,0,0,0,0
Gm7645,1,3,4,1,0,4
Gm7654,0,0,0,0,0,0
Gm7656,0,1,0,0,0,0
Gm7658,32,52,34,44,50,49
Gm766,0,2,0,1,0,3
Gm7664,4,1,4,0,3,1
Gm7665,0,0,0,0,0,0
Gm7666,5,12,9,20,9,7
Gm7672,0,1,0,0,1,1
Gm7676,0,0,0,0,0,0
Gm7678,0,0,0,0,0,0
Gm7690,0,0,0,0,0,0
Gm7693,0,1,0,0,0,0
Gm7694,0,0,1,0,0,0
Gm7696,0,0,0,1,1,1
Gm7701,2,3,2,3,3,1
Gm7707,0,0,1,0,0,1
Gm7713,2,0,3,2,5,0
Gm7722,3,3,0,2,1,7
Gm7729,0,0,3,1,0,0
Gm773,1,0,2,0,0,0
Gm7731,0,0,0,0,0,0
Gm7734,1,3,1,0,1,0
Gm7741,0,1,2,1,1,1
Gm7745,1,0,0,0,0,1
Gm7746,1,0,0,0,0,0
Gm7761,0,0,0,0,0,0
Gm7763,0,0,1,0,0,0
Gm7765,0,0,0,0,0,0
Gm7776,3,2,1,2,1,1
Gm7781,0,0,0,0,0,0
Gm7784,0,0,0,0,1,0
Gm7785,23,14,13,12,16,17
Gm7799,34,4,13,1,32,1
Gm7803,1,0,1,1,2,2
Gm7805,0,0,0,0,0,0
Gm7808,2,4,1,7,3,8
Gm7809,56,65,45,61,47,68
Gm7816,2,1,1,1,2,1
Gm7820,0,0,0,0,0,0
Gm7823,2,4,3,2,5,1
Gm7831,0,0,0,1,0,0
Gm7833,0,0,1,0,1,0
Gm7834,0,0,0,0,0,1
Gm7841,0,0,0,0,0,0
Gm7846,10,8,7,8,3,8
Gm7847,0,0,0,0,0,0
Gm7854,1,0,0,0,1,2
Gm7855,0,0,0,0,0,0
Gm7856,0,0,0,0,0,0
Gm7857,0,0,0,0,0,0
Gm7858,0,0,1,0,0,0
Gm7860,0,3,0,3,1,2
Gm7862,4,6,0,1,3,5
Gm7863,0,0,0,0,0,0
Gm7866,1,2,2,0,0,2
Gm7867,0,2,1,0,1,1
Gm7869,0,0,0,0,0,0
Gm7870,0,0,0,0,0,0
Gm7879,0,1,0,0,0,0
Gm7882,0,0,0,0,0,0
Gm7887,11,14,8,6,16,11
Gm7889,0,0,1,0,0,0
Gm7891,7,0,0,0,4,0
Gm7893,0,0,0,0,0,0
Gm7895,2,3,1,0,2,3
Gm7897,0,0,0,0,0,0
Gm7899,0,0,0,1,0,2
Gm7901,0,2,1,1,2,1
Gm7909,0,0,0,0,0,0
Gm7927,0,1,0,0,0,0
Gm7928,0,0,0,0,0,0
Gm7931,0,0,0,0,0,0
Gm7932,0,0,0,0,0,0
Gm7933,0,0,0,0,1,0
Gm7935,1,2,1,0,2,1
Gm7936,1,0,1,0,1,1
Gm7952,1,0,0,0,0,0
Gm7964,307,400,322,364,346,377
Gm7967,59,63,58,58,45,72
Gm7973,0,0,1,0,0,0
Gm7977,0,0,0,0,0,0
Gm7984,12,3,4,4,4,1
Gm7985,1,1,1,0,1,1
Gm8000,0,2,1,1,2,1
Gm8004,0,0,0,0,0,0
Gm8009,0,0,0,0,0,0
Gm8010,0,2,1,0,0,0
Gm8019,0,0,0,0,0,0
Gm8023,0,0,0,1,1,0
Gm8034,3,11,5,3,4,7
Gm8036,0,0,0,0,1,0
Gm8048,1,1,0,0,0,0
Gm8050,0,0,0,0,0,0
Gm8051,0,0,0,0,0,0
Gm8054,0,0,0,0,0,1
Gm8055,2,2,1,0,6,3
Gm8061,0,0,0,0,0,0
Gm8062,0,0,1,0,0,1
Gm807,1,0,0,0,1,0
Gm8074,0,0,0,0,0,0
Gm8079,0,0,0,0,0,0
Gm8091,0,0,1,0,0,0
Gm8093,9,11,7,10,16,17
Gm8097,0,3,0,1,1,5
Gm8098,0,0,0,0,0,0
Gm8100,2,2,2,1,3,1
Gm8101,0,0,0,0,1,1
Gm8104,0,0,0,0,0,0
Gm8107,0,0,0,0,0,0
Gm8108,1,0,1,0,0,0
Gm8113,0,2,0,1,1,3
Gm8116,0,1,0,1,0,1
Gm8121,2,3,0,0,1,2
Gm8129,1,1,4,3,2,2
Gm8141,0,0,0,0,0,1
Gm8146,31,37,26,44,38,35
Gm8152,1,0,1,0,1,1
Gm8163,0,0,0,0,0,0
Gm8167,0,0,0,0,0,0
Gm8172,1,3,0,4,1,5
Gm8173,0,1,1,0,1,0
Gm8174,0,2,1,1,3,1
Gm8177,0,0,0,0,0,0
Gm8178,0,0,0,0,0,0
Gm8181,4,5,5,4,3,1
Gm8185,1,0,1,0,0,1
Gm8186,54,76,48,69,55,101
Gm8192,0,0,0,0,1,0
Gm8199,0,2,0,0,0,0
Gm8203,2,1,5,2,4,4
Gm8206,3,0,1,0,4,0
Gm8210,0,0,0,0,0,0
Gm8213,0,4,1,2,2,1
Gm8215,0,0,0,0,0,0
Gm8216,1,0,0,1,0,0
Gm8217,0,0,0,0,0,0
Gm8221,0,0,0,0,0,0
Gm8225,0,0,0,0,1,0
Gm8226,0,0,0,0,0,0
Gm8228,2,3,2,2,4,3
Gm8237,9,0,11,0,10,0
Gm8241,0,1,0,0,0,0
Gm8242,1,1,3,3,3,1
Gm8245,0,0,1,0,0,0
Gm8250,0,0,1,0,1,0
Gm8251,2,44,9,53,11,58
Gm8254,0,1,0,0,0,1
Gm8258,1,1,4,3,5,1
Gm826,0,0,0,0,0,0
Gm8260,0,0,0,0,0,0
Gm8261,1,1,2,5,0,0
Gm8276,3,7,3,7,1,6
Gm8281,19,0,48,1,12,1
Gm8292,6,6,2,2,7,3
Gm8296,0,0,0,0,0,0
Gm830,0,0,0,0,0,0
Gm8302,0,0,0,0,0,0
Gm8304,0,0,0,0,0,0
Gm8317,0,2,0,0,1,1
Gm8318,5,2,0,1,0,0
Gm8321,0,0,0,0,0,0
Gm8325,1,0,0,0,0,0
Gm8326,0,5,1,1,3,2
Gm8330,0,0,3,0,1,0
Gm8337,3,2,0,3,3,1
Gm8338,0,0,0,0,0,0
Gm8343,0,0,0,1,1,1
Gm8344,0,0,0,0,0,0
Gm8349,2,0,0,1,2,0
Gm8355,0,0,0,0,0,1
Gm8357,1,0,0,1,0,0
Gm8358,0,0,0,0,0,0
Gm8369,2125,1979,1709,1897,2092,1603
Gm8378,0,0,0,0,0,1
Gm8379,0,0,0,0,0,0
Gm8384,0,0,0,0,0,0
Gm8388,0,1,0,0,0,0
Gm8392,1,1,0,0,0,0
Gm8394,1,1,0,0,0,0
Gm8396,0,0,1,0,0,0
Gm8399,3,4,2,6,4,4
Gm8401,0,0,0,0,0,0
Gm8407,10,8,2,6,5,2
Gm8412,0,0,0,1,1,0
Gm8419,0,0,0,0,0,0
Gm8420,1,0,0,0,0,2
Gm8424,1,1,0,0,0,0
Gm8425,0,4,2,3,2,4
Gm8428,0,0,0,0,0,0
Gm8430,23,77,29,42,29,41
Gm8444,0,0,0,1,1,0
Gm8446,0,0,0,0,0,0
Gm8451,1,1,1,0,2,0
Gm8459,0,0,1,0,0,0
Gm8464,0,0,0,0,0,0
Gm8473,0,1,0,0,0,0
Gm8475,0,0,0,0,0,0
Gm8482,4,1,4,2,8,0
Gm8488,1,2,2,0,2,0
Gm8492,0,1,3,1,2,0
Gm8494,0,2,1,4,0,1
Gm8501,0,0,0,0,0,0
Gm8503,0,0,0,0,0,0
Gm8508,0,0,0,0,0,1
Gm8513,2,1,0,0,0,2
Gm8515,0,0,0,0,0,0
Gm8520,0,0,2,0,0,1
Gm8522,0,0,2,0,1,1
Gm8524,1,0,0,0,0,0
Gm8525,0,0,0,0,0,0
Gm8526,1,1,0,0,1,0
Gm8529,0,1,2,0,0,0
Gm8532,1,1,0,0,0,0
Gm8534,0,0,0,0,0,0
Gm8545,0,0,1,0,0,1
Gm8546,5,4,3,2,2,2
Gm8550,0,1,0,0,0,0
Gm8565,0,0,2,1,0,0
Gm8566,4,5,5,3,7,5
Gm8577,7,13,3,9,10,11
Gm8580,0,1,0,0,0,2
Gm8596,0,0,0,0,0,0
Gm8599,0,0,0,0,0,0
Gm8601,0,0,1,0,1,0
Gm8602,0,0,0,0,0,0
Gm8604,0,2,0,0,0,0
Gm8606,0,0,0,0,0,0
Gm8609,0,0,0,0,0,0
Gm8615,1,0,3,1,2,3
Gm8618,0,5,2,3,0,4
Gm8623,2,3,0,2,2,3
Gm8624,0,2,0,0,1,0
Gm8625,0,1,0,0,0,0
Gm8641,0,0,0,1,0,1
Gm8643,0,0,0,0,0,0
Gm8644,0,0,0,1,0,0
Gm8648,0,0,1,0,1,0
Gm8649,0,0,0,0,0,1
Gm8652,0,0,0,0,2,1
Gm8659,0,0,0,0,1,0
Gm8661,1,0,0,0,2,0
Gm8662,0,2,0,0,0,0
Gm8666,0,0,0,0,0,0
Gm867,0,0,1,0,0,1
Gm8682,1,0,1,0,0,0
Gm8684,1,0,0,0,0,0
Gm8692,1,35,12,32,10,30
Gm8696,1,0,1,0,0,0
Gm8705,1,0,0,0,0,0
Gm8709,0,0,0,0,0,0
Gm8722,2,0,0,0,0,1
Gm8724,1,1,0,1,0,1
Gm8730,2,14,5,12,6,16
Gm8731,3,6,1,3,2,3
Gm8737,0,0,0,0,0,0
Gm8738,5,2,4,5,2,2
Gm8739,0,0,0,0,0,0
Gm8741,0,0,0,0,0,0
Gm8750,1,0,2,1,1,0
Gm8752,1,1,2,2,1,1
Gm8756,4,2,2,0,4,3
Gm8757,1,1,0,0,1,0
Gm8762,0,0,0,0,0,0
Gm8773,0,0,0,0,2,0
Gm8775,1,0,0,0,1,1
Gm8778,0,1,1,0,0,0
Gm8790,0,0,0,0,0,0
Gm8793,0,0,0,0,0,0
Gm8797,3,6,7,2,1,5
Gm8802,43,51,26,26,48,41
Gm8805,0,0,0,0,0,1
Gm8806,11,8,5,4,10,11
Gm8807,0,0,0,0,0,0
Gm8810,0,3,0,0,0,0
Gm8812,0,0,0,0,0,1
Gm8813,0,1,0,2,0,1
Gm8814,1,1,1,0,3,0
Gm8815,0,0,0,0,0,0
Gm8816,0,0,0,0,1,2
Gm8817,21,8,15,10,13,9
Gm8818,34,2,59,2,33,0
Gm8822,18,35,23,22,20,22
Gm8823,0,0,0,0,0,0
Gm8824,2,2,1,0,2,1
Gm8825,2,0,3,0,2,1
Gm8832,0,0,0,0,1,0
Gm8835,1,1,2,1,1,1
Gm8837,0,0,0,0,0,1
Gm8839,0,0,0,0,1,0
Gm884,0,0,0,0,0,0
Gm8840,0,0,0,0,0,0
Gm8844,0,1,0,1,0,0
Gm8850,27,4,20,14,24,7
Gm8855,0,0,0,0,0,0
Gm8856,0,2,0,1,0,1
Gm8857,0,0,0,0,0,0
Gm8858,0,0,0,0,0,0
Gm8860,0,0,0,1,0,1
Gm8864,1,1,3,0,1,1
Gm8865,0,0,0,0,0,0
Gm8869,0,0,0,0,0,0
Gm8870,1,1,0,1,0,0
Gm8876,0,4,1,1,0,0
Gm8878,0,0,0,0,0,1
Gm8879,0,0,0,0,0,0
Gm8880,1,0,0,0,0,0
Gm8885,1,2,0,1,0,0
Gm8888,0,0,0,0,0,0
Gm8890,0,0,0,0,0,0
Gm8894,0,0,1,0,0,1
Gm8898,0,1,0,0,0,0
Gm8902,1,0,1,0,0,1
Gm8907,1,0,0,0,0,0
Gm8909,2,3,0,1,0,3
Gm8918,0,0,0,0,0,0
Gm8919,2,0,0,0,0,0
Gm8923,0,0,1,0,0,6
Gm8927,2,2,1,2,2,0
Gm8935,9,8,17,8,14,20
Gm8941,0,0,0,0,1,0
Gm8955,0,0,0,0,0,0
Gm8957,1,0,0,0,0,1
Gm8964,0,0,0,0,0,0
Gm8973,0,0,0,2,0,0
Gm8974,0,0,0,0,0,0
Gm8975,0,0,0,0,0,0
Gm8976,0,0,0,0,0,0
Gm8979,7,0,5,0,2,1
Gm8984,0,0,1,0,1,0
Gm8989,6,1,4,0,3,2
Gm8991,0,0,0,0,0,0
Gm8994,0,0,0,0,1,0
Gm8995,10041,31281,8695,26548,11365,34413
Gm9001,4,1,2,0,1,4
Gm9003,0,0,0,0,0,0
Gm9005,0,0,0,0,0,0
Gm9008,0,0,0,0,0,0
Gm9009,0,0,0,0,0,0
Gm9013,1,3,0,1,2,1
Gm9022,0,0,0,0,0,0
Gm9025,11,4,18,4,8,3
Gm9027,0,0,3,3,4,1
Gm9034,2,0,1,1,0,0
Gm9047,0,0,0,1,1,1
Gm9051,1,0,0,0,0,0
Gm9061,0,0,1,0,0,0
Gm9062,0,0,0,0,0,0
Gm9078,0,0,0,0,0,0
Gm9081,2,1,0,0,0,0
Gm9083,0,1,0,0,0,0
Gm9089,0,0,2,0,0,0
Gm9095,0,0,0,0,0,0
Gm9097,0,0,0,0,0,0
Gm9103,0,0,0,0,0,0
Gm9104,0,0,0,0,2,0
Gm9105,5,0,1,0,0,1
Gm9109,0,0,0,1,0,0
Gm9115,1,0,0,0,0,0
Gm9120,0,1,0,0,0,0
Gm9127,0,0,0,0,1,0
Gm9134,0,4,1,0,0,1
Gm9142,0,0,0,0,0,0
