NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,Unnamed: 11,group
GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR,GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR,,16,-0.49164099,-1.3244836,0.12109375,0.2698802,1,2736,"tags=56%, list=22%, signal=72%",,Tn_B6
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,,69,-0.3634141,-1.323121,0.06696428,0.2717124,1,3709,"tags=48%, list=30%, signal=68%",,Tn_B6
GO_LIPID_OXIDATION,GO_LIPID_OXIDATION,,82,-0.35052416,-1.3209426,0.05042017,0.2749267,1,3042,"tags=33%, list=24%, signal=43%",,Tn_B6
GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,,42,-0.39796168,-1.3208673,0.085365854,0.2745262,1,1319,"tags=21%, list=11%, signal=24%",,Tn_B6
GO_RESPONSE_TO_FATTY_ACID,GO_RESPONSE_TO_FATTY_ACID,,51,-0.3822801,-1.3208158,0.08421053,0.27410826,1,3490,"tags=47%, list=28%, signal=65%",,Tn_B6
GO_MULTI_ORGANISM_CELLULAR_PROCESS,GO_MULTI_ORGANISM_CELLULAR_PROCESS,,36,-0.41791573,-1.3199415,0.10602911,0.27504137,1,2999,"tags=39%, list=24%, signal=51%",,Tn_B6
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,,65,-0.364708,-1.3193702,0.056603774,0.27551487,1,2332,"tags=29%, list=19%, signal=36%",,Tn_B6
GO_ION_HOMEOSTASIS,GO_ION_HOMEOSTASIS,,499,-0.28229213,-1.319252,0.002277904,0.2751713,1,2226,"tags=22%, list=18%, signal=25%",,Tn_B6
GO_RESPONSE_TO_THYROID_HORMONE,GO_RESPONSE_TO_THYROID_HORMONE,,20,-0.47544664,-1.3175081,0.10805501,0.27775407,1,2796,"tags=55%, list=22%, signal=71%",,Tn_B6
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,,26,-0.4462597,-1.3172328,0.10887097,0.2777678,1,2896,"tags=50%, list=23%, signal=65%",,Tn_B6
GO_NEUROTRANSMITTER_UPTAKE,GO_NEUROTRANSMITTER_UPTAKE,,21,-0.46255788,-1.3169086,0.10217391,0.27777094,1,1062,"tags=24%, list=8%, signal=26%",,Tn_B6
GO_RESPONSE_TO_AMPHETAMINE,GO_RESPONSE_TO_AMPHETAMINE,,19,-0.47398743,-1.3165224,0.13374485,0.27788505,1,1884,"tags=47%, list=15%, signal=56%",,Tn_B6
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,,273,-0.29750153,-1.315899,0.00896861,0.2784254,1,2068,"tags=23%, list=17%, signal=27%",,Tn_B6
GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,,147,-0.32196912,-1.3134905,0.027272727,0.2820818,1,1893,"tags=23%, list=15%, signal=27%",,Tn_B6
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,,59,-0.37668675,-1.3122675,0.092672415,0.2836033,1,2931,"tags=39%, list=23%, signal=51%",,Tn_B6
GO_CELLULAR_RESPONSE_TO_FATTY_ACID,GO_CELLULAR_RESPONSE_TO_FATTY_ACID,,33,-0.41494015,-1.3120351,0.096,0.2835092,1,1339,"tags=27%, list=11%, signal=30%",,Tn_B6
GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,,18,-0.48575813,-1.3113927,0.1237525,0.2840256,1,1832,"tags=28%, list=15%, signal=32%",,Tn_B6
GO_METAL_ION_HOMEOSTASIS,GO_METAL_ION_HOMEOSTASIS,,398,-0.28616118,-1.3096856,0.002257336,0.28645366,1,2226,"tags=22%, list=18%, signal=26%",,Tn_B6
GO_CERAMIDE_METABOLIC_PROCESS,GO_CERAMIDE_METABOLIC_PROCESS,,20,-0.4646814,-1.3095237,0.13085938,0.28620145,1,3196,"tags=50%, list=26%, signal=67%",,Tn_B6
GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,,16,-0.5052588,-1.3088356,0.14375,0.28687736,1,1088,"tags=25%, list=9%, signal=27%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,,118,-0.32849607,-1.308391,0.05263158,0.28713584,1,1876,"tags=26%, list=15%, signal=31%",,Tn_B6
GO_RNA_CAPPING,GO_RNA_CAPPING,,33,-0.416743,-1.3072209,0.12248996,0.28867015,1,3849,"tags=73%, list=31%, signal=105%",,Tn_B6
GO_CLATHRIN_COAT_ASSEMBLY,GO_CLATHRIN_COAT_ASSEMBLY,,16,-0.5018594,-1.3069855,0.17218544,0.28852084,1,971,"tags=31%, list=8%, signal=34%",,Tn_B6
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,,34,-0.409472,-1.3069475,0.101052634,0.2880813,1,3163,"tags=35%, list=25%, signal=47%",,Tn_B6
GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,,15,-0.50573266,-1.3062055,0.13609467,0.28892156,1,2876,"tags=40%, list=23%, signal=52%",,Tn_B6
GO_REGULATION_OF_MUSCLE_CONTRACTION,GO_REGULATION_OF_MUSCLE_CONTRACTION,,85,-0.34808663,-1.3060781,0.039915968,0.28859597,1,1657,"tags=21%, list=13%, signal=24%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,,97,-0.3404006,-1.3055478,0.0494382,0.28902766,1,3161,"tags=37%, list=25%, signal=49%",,Tn_B6
GO_NCRNA_3_END_PROCESSING,GO_NCRNA_3_END_PROCESSING,,28,-0.4305354,-1.304625,0.11563169,0.29018116,1,2803,"tags=46%, list=22%, signal=60%",,Tn_B6
GO_INTERLEUKIN_6_SECRETION,GO_INTERLEUKIN_6_SECRETION,,30,-0.4230504,-1.3041185,0.12355212,0.2905821,1,3841,"tags=40%, list=31%, signal=58%",,Tn_B6
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,,90,-0.33851764,-1.3034834,0.05907173,0.29116547,1,1615,"tags=24%, list=13%, signal=28%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION,GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION,,36,-0.40591654,-1.302724,0.12323232,0.29201373,1,2951,"tags=42%, list=24%, signal=54%",,Tn_B6
GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,,76,-0.3493311,-1.3026907,0.060215052,0.29152992,1,1686,"tags=21%, list=13%, signal=24%",,Tn_B6
GO_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT,GO_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT,,15,-0.49513477,-1.3024175,0.12572534,0.2914965,1,715,"tags=27%, list=6%, signal=28%",,Tn_B6
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,,37,-0.40381122,-1.3009961,0.10195228,0.29351294,1,1476,"tags=32%, list=12%, signal=37%",,Tn_B6
GO_MUSCLE_FIBER_DEVELOPMENT,GO_MUSCLE_FIBER_DEVELOPMENT,,40,-0.3892648,-1.3007203,0.09704641,0.29353085,1,1884,"tags=20%, list=15%, signal=23%",,Tn_B6
GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,,44,-0.38667655,-1.2994624,0.10245901,0.29527473,1,2760,"tags=39%, list=22%, signal=49%",,Tn_B6
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,,18,-0.48623326,-1.2991636,0.16593887,0.2952948,1,1533,"tags=28%, list=12%, signal=32%",,Tn_B6
GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,,40,-0.39464733,-1.2989705,0.09355509,0.2951333,1,1402,"tags=25%, list=11%, signal=28%",,Tn_B6
GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,,409,-0.28355893,-1.2985826,0.012195122,0.29530555,1,1964,"tags=23%, list=16%, signal=27%",,Tn_B6
GO_IRON_SULFUR_CLUSTER_ASSEMBLY,GO_IRON_SULFUR_CLUSTER_ASSEMBLY,,19,-0.4697639,-1.2976859,0.13034624,0.2964125,1,2054,"tags=53%, list=16%, signal=63%",,Tn_B6
GO_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,GO_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,,30,-0.42253754,-1.2961129,0.12159329,0.29872617,1,1104,"tags=27%, list=9%, signal=29%",,Tn_B6
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,,61,-0.37072197,-1.2960542,0.09287257,0.29830787,1,3054,"tags=39%, list=24%, signal=52%",,Tn_B6
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,,25,-0.44010457,-1.2957772,0.12326044,0.29824793,1,1524,"tags=24%, list=12%, signal=27%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,,43,-0.39768812,-1.2956274,0.101052634,0.29800174,1,1571,"tags=23%, list=13%, signal=26%",,Tn_B6
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,,24,-0.44785607,-1.2945675,0.11222445,0.29937112,1,2452,"tags=33%, list=20%, signal=41%",,Tn_B6
GO_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE,GO_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE,,19,-0.47524777,-1.2941453,0.13967611,0.2996061,1,1797,"tags=42%, list=14%, signal=49%",,Tn_B6
GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,,99,-0.33245277,-1.2936172,0.058951966,0.3000928,1,2423,"tags=30%, list=19%, signal=37%",,Tn_B6
GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS,GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS,,67,-0.3658474,-1.2935772,0.073068894,0.29965168,1,2129,"tags=31%, list=17%, signal=38%",,Tn_B6
GO_DEFENSE_RESPONSE_TO_BACTERIUM,GO_DEFENSE_RESPONSE_TO_BACTERIUM,,144,-0.31676567,-1.2931207,0.041666668,0.2999734,1,4099,"tags=46%, list=33%, signal=67%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,,289,-0.2919736,-1.2921021,0.013100437,0.30134577,1,2142,"tags=24%, list=17%, signal=28%",,Tn_B6
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS,GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS,,118,-0.32775763,-1.2904629,0.047817048,0.3038316,1,3261,"tags=36%, list=26%, signal=48%",,Tn_B6
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC,GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC,,34,-0.41168413,-1.2903392,0.112033196,0.3035274,1,2803,"tags=53%, list=22%, signal=68%",,Tn_B6
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,,20,-0.46659005,-1.2897762,0.12896407,0.30399635,1,1732,"tags=30%, list=14%, signal=35%",,Tn_B6
GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT,GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT,,19,-0.46350688,-1.2897078,0.1456693,0.3036177,1,1166,"tags=21%, list=9%, signal=23%",,Tn_B6
GO_POSITIVE_REGULATION_OF_COAGULATION,GO_POSITIVE_REGULATION_OF_COAGULATION,,17,-0.48688653,-1.2895967,0.13842975,0.30331618,1,715,"tags=18%, list=6%, signal=19%",,Tn_B6
GO_DEFENSE_RESPONSE_TO_VIRUS,GO_DEFENSE_RESPONSE_TO_VIRUS,,181,-0.30928865,-1.2893231,0.025531914,0.3032864,1,2836,"tags=30%, list=23%, signal=39%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,,16,-0.48528564,-1.2888911,0.16427104,0.30359298,1,2896,"tags=56%, list=23%, signal=73%",,Tn_B6
GO_SPLICEOSOMAL_SNRNP_ASSEMBLY,GO_SPLICEOSOMAL_SNRNP_ASSEMBLY,,47,-0.38156515,-1.288814,0.09282701,0.30323446,1,3518,"tags=43%, list=28%, signal=59%",,Tn_B6
GO_COCHLEA_DEVELOPMENT,GO_COCHLEA_DEVELOPMENT,,22,-0.45506102,-1.2886944,0.14609054,0.30294132,1,1937,"tags=23%, list=15%, signal=27%",,Tn_B6
GO_PEROXISOMAL_TRANSPORT,GO_PEROXISOMAL_TRANSPORT,,57,-0.3687278,-1.2857617,0.107421875,0.3078321,1,3511,"tags=37%, list=28%, signal=51%",,Tn_B6
GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,,17,-0.47951162,-1.2856586,0.1605691,0.30749688,1,1952,"tags=29%, list=16%, signal=35%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,,31,-0.40540737,-1.2855464,0.11958763,0.30718237,1,2184,"tags=29%, list=17%, signal=35%",,Tn_B6
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY,GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY,,15,-0.4933034,-1.2851237,0.16736402,0.30741084,1,813,"tags=27%, list=6%, signal=28%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS,GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS,,196,-0.3032774,-1.284085,0.02972399,0.30876178,1,2020,"tags=23%, list=16%, signal=28%",,Tn_B6
GO_LYMPHOCYTE_HOMEOSTASIS,GO_LYMPHOCYTE_HOMEOSTASIS,,55,-0.37048656,-1.2838914,0.11231101,0.30854645,1,2075,"tags=29%, list=17%, signal=35%",,Tn_B6
GO_PROTEIN_POLYMERIZATION,GO_PROTEIN_POLYMERIZATION,,199,-0.3007086,-1.2837846,0.036199097,0.30823418,1,1714,"tags=22%, list=14%, signal=25%",,Tn_B6
GO_HUMORAL_IMMUNE_RESPONSE,GO_HUMORAL_IMMUNE_RESPONSE,,157,-0.30801383,-1.2823645,0.044680852,0.31022203,1,4141,"tags=40%, list=33%, signal=59%",,Tn_B6
GO_MYOTUBE_CELL_DEVELOPMENT,GO_MYOTUBE_CELL_DEVELOPMENT,,23,-0.43571058,-1.2816358,0.12815534,0.3110743,1,1032,"tags=17%, list=8%, signal=19%",,Tn_B6
GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,,23,-0.45260435,-1.2813307,0.13025211,0.31112868,1,3388,"tags=43%, list=27%, signal=59%",,Tn_B6
GO_REGULATION_OF_MACROAUTOPHAGY,GO_REGULATION_OF_MACROAUTOPHAGY,,152,-0.30800575,-1.281186,0.057446808,0.31086564,1,2443,"tags=30%, list=20%, signal=37%",,Tn_B6
GO_NCRNA_CATABOLIC_PROCESS,GO_NCRNA_CATABOLIC_PROCESS,,23,-0.44009572,-1.2810694,0.14867617,0.3105632,1,3082,"tags=43%, list=25%, signal=58%",,Tn_B6
GO_PIGMENT_GRANULE_ORGANIZATION,GO_PIGMENT_GRANULE_ORGANIZATION,,20,-0.45924994,-1.280811,0.16977225,0.31056964,1,2382,"tags=30%, list=19%, signal=37%",,Tn_B6
GO_LAMELLIPODIUM_ORGANIZATION,GO_LAMELLIPODIUM_ORGANIZATION,,66,-0.3539518,-1.2805716,0.08074534,0.31046766,1,1925,"tags=32%, list=15%, signal=37%",,Tn_B6
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,,16,-0.4878739,-1.2804455,0.16227181,0.3101766,1,950,"tags=19%, list=8%, signal=20%",,Tn_B6
GO_REGULATION_OF_ANOIKIS,GO_REGULATION_OF_ANOIKIS,,17,-0.47085196,-1.2796534,0.15821502,0.31111038,1,2716,"tags=41%, list=22%, signal=53%",,Tn_B6
GO_VACUOLE_ORGANIZATION,GO_VACUOLE_ORGANIZATION,,145,-0.3090811,-1.279357,0.036637932,0.31109494,1,2492,"tags=30%, list=20%, signal=37%",,Tn_B6
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,,138,-0.31670883,-1.2792819,0.05364807,0.31073338,1,1676,"tags=20%, list=13%, signal=23%",,Tn_B6
GO_VIRAL_LIFE_CYCLE,GO_VIRAL_LIFE_CYCLE,,242,-0.2941819,-1.2788489,0.024444444,0.31108,1,2767,"tags=33%, list=22%, signal=42%",,Tn_B6
GO_RESPONSE_TO_ESTROGEN,GO_RESPONSE_TO_ESTROGEN,,44,-0.3830777,-1.278155,0.10536399,0.3118147,1,1435,"tags=20%, list=11%, signal=23%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY,GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY,,97,-0.3347256,-1.2780751,0.072052404,0.3114207,1,1016,"tags=19%, list=8%, signal=20%",,Tn_B6
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,,250,-0.29279003,-1.277113,0.021786492,0.31273785,1,1016,"tags=16%, list=8%, signal=17%",,Tn_B6
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,,493,-0.27426493,-1.2768344,0,0.31269437,1,1901,"tags=19%, list=15%, signal=22%",,Tn_B6
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY,GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY,,22,-0.43639573,-1.2765218,0.14432989,0.3127823,1,1396,"tags=32%, list=11%, signal=36%",,Tn_B6
GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY,GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY,,199,-0.29823872,-1.2764455,0.02892562,0.31242064,1,1714,"tags=22%, list=14%, signal=25%",,Tn_B6
GO_MULTICELLULAR_ORGANISM_AGING,GO_MULTICELLULAR_ORGANISM_AGING,,24,-0.43198854,-1.2759712,0.13851993,0.31273583,1,1843,"tags=29%, list=15%, signal=34%",,Tn_B6
GO_RUFFLE_ASSEMBLY,GO_RUFFLE_ASSEMBLY,,31,-0.41056022,-1.2753474,0.13125,0.31344774,1,3439,"tags=48%, list=27%, signal=67%",,Tn_B6
GO_FATTY_ACID_METABOLIC_PROCESS,GO_FATTY_ACID_METABOLIC_PROCESS,,183,-0.30410692,-1.2751006,0.028571429,0.31340405,1,3183,"tags=31%, list=25%, signal=41%",,Tn_B6
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,,199,-0.29970735,-1.2738171,0.028077753,0.31527558,1,2040,"tags=20%, list=16%, signal=23%",,Tn_B6
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,,447,-0.2772875,-1.2736083,0.002283105,0.31515193,1,3178,"tags=33%, list=25%, signal=43%",,Tn_B6
GO_RESPONSE_TO_FUNGUS,GO_RESPONSE_TO_FUNGUS,,28,-0.42414415,-1.273088,0.14741036,0.31560582,1,4653,"tags=61%, list=37%, signal=96%",,Tn_B6
GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,,43,-0.3856014,-1.2722263,0.11506276,0.31670815,1,2673,"tags=33%, list=21%, signal=41%",,Tn_B6
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,,74,-0.34633768,-1.2719089,0.06543967,0.31684458,1,1686,"tags=22%, list=13%, signal=25%",,Tn_B6
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,,392,-0.27837747,-1.2707554,0.015730336,0.3185493,1,2132,"tags=23%, list=17%, signal=27%",,Tn_B6
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,,21,-0.44956526,-1.270749,0.1724846,0.31806386,1,1657,"tags=33%, list=13%, signal=38%",,Tn_B6
GO_TISSUE_REGENERATION,GO_TISSUE_REGENERATION,,38,-0.38744786,-1.270589,0.101265825,0.31783533,1,2324,"tags=32%, list=19%, signal=39%",,Tn_B6
GO_ONE_CARBON_METABOLIC_PROCESS,GO_ONE_CARBON_METABOLIC_PROCESS,,22,-0.44982252,-1.269949,0.14533623,0.31851283,1,3005,"tags=45%, list=24%, signal=60%",,Tn_B6
GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,,36,-0.4003332,-1.2698958,0.12450593,0.31810766,1,715,"tags=17%, list=6%, signal=18%",,Tn_B6
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,,63,-0.35757682,-1.2698381,0.08418891,0.31770435,1,1016,"tags=17%, list=8%, signal=19%",,Tn_B6
GO_GLUCAN_CATABOLIC_PROCESS,GO_GLUCAN_CATABOLIC_PROCESS,,19,-0.45978025,-1.2696676,0.16135459,0.31754568,1,349,"tags=21%, list=3%, signal=22%",,Tn_B6
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,,15,-0.48637635,-1.2677888,0.16033755,0.32071453,1,614,"tags=27%, list=5%, signal=28%",,Tn_B6
GO_RUFFLE_ORGANIZATION,GO_RUFFLE_ORGANIZATION,,40,-0.38732377,-1.2668676,0.1326923,0.3220035,1,1568,"tags=28%, list=13%, signal=31%",,Tn_B6
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,,35,-0.39792195,-1.265582,0.13717695,0.32408598,1,2262,"tags=31%, list=18%, signal=38%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,,268,-0.28550935,-1.265141,0.027088037,0.32439324,1,2132,"tags=24%, list=17%, signal=28%",,Tn_B6
GO_ERROR_FREE_TRANSLESION_SYNTHESIS,GO_ERROR_FREE_TRANSLESION_SYNTHESIS,,17,-0.47238225,-1.2650054,0.174,0.32413432,1,2327,"tags=41%, list=19%, signal=51%",,Tn_B6
GO_GLYCOLYTIC_PROCESS,GO_GLYCOLYTIC_PROCESS,,87,-0.33223417,-1.2634435,0.07359307,0.32661188,1,1686,"tags=21%, list=13%, signal=24%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,,70,-0.34185013,-1.2630391,0.09243698,0.3269255,1,1964,"tags=27%, list=16%, signal=32%",,Tn_B6
GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,,22,-0.44915196,-1.2628653,0.1705757,0.32677147,1,2256,"tags=27%, list=18%, signal=33%",,Tn_B6
