gene_name,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn,TC1-Tn,TC2-Tn,TC4-Tn
Hdac11,65,60,47,54,112,86,114
Hdac2,1891,1681,1688,1747,1689,1605,1680
Hdac3,1586,1359,1371,1332,1414,1269,1508
Hdac4,1625,1427,1332,1468,1475,1284,1506
Hdac5,1668,1313,1356,1373,1668,1382,1621
Hdac6,485,339,371,379,485,414,502
Hdac7,4925,4358,4402,4993,5548,5074,5654
Hdac8,276,219,269,255,214,177,198
Hdac9,12,15,9,17,3,1,0
Hdc,8,8,6,9,12,8,12
Hddc2,424,311,318,335,308,270,310
Hddc3,64,65,47,36,110,93,108
Hdgf,3167,2821,2942,3073,2627,2178,2468
Hdgfrp2,1595,1550,1513,1639,2077,2022,2148
Hdgfrp3,460,443,434,433,652,609,661
Hdhd2,519,475,438,434,364,348,363
Hdhd3,4,3,5,7,1,3,5
Hdlbp,3543,3308,3156,3575,3789,3321,3681
Hdx,0,0,0,0,0,0,0
Heatr1,2610,2562,2264,2620,2375,1996,2369
Heatr3,984,946,950,930,813,754,811
Heatr5a,992,858,884,1000,1342,1326,1386
Heatr5b,1370,1148,1125,1266,1137,1030,1263
Heatr6,1089,1099,1004,1092,1308,1255,1374
Heatr9,1,0,4,3,3,0,2
Hebp1,2,1,3,1,0,2,1
Hebp2,0,0,0,0,0,0,0
Heca,3624,3541,3372,3535,3830,3234,3668
Hectd1,8244,6999,6557,7148,6226,5240,6092
Hectd2,327,237,206,230,333,321,414
Hectd3,1766,1707,1615,1671,1842,1643,1923
Hecw1,0,0,0,0,0,0,0
Hecw2,3,0,1,1,0,0,2
Heg1,1368,1106,1139,1311,1247,1108,1289
Helb,1287,1081,1060,1086,1343,1210,1430
Hells,180,148,133,133,140,122,134
Helq,470,412,393,430,576,570,574
Helz,2974,2409,2269,2786,3261,3048,3520
Helz2,8641,7249,6854,8759,8765,7476,9582
Hemgn,4,2,9,0,3,2,3
Hemk1,172,142,141,157,219,216,254
Hemt1,0,0,0,0,0,0,0
Henmt1,38,12,20,19,3,11,9
Hepacam,1,1,2,0,0,0,0
Hepacam2,1,0,0,2,0,1,0
Heph,0,0,0,0,0,0,0
Herc1,8258,7048,6305,7927,9147,9063,11117
Herc2,6989,6032,5143,6360,8527,8265,10171
Herc3,3403,2602,2625,2678,3287,3015,3415
Herc4,2459,2388,2145,2323,2426,2110,2285
Herc6,1182,1136,1003,1135,1221,1049,1231
Herpud1,1850,1736,1636,1687,1316,1207,1190
Herpud2,1375,1232,1233,1294,1342,1236,1333
Hes1,1,1,0,0,0,0,0
Hes2,1,0,0,0,0,0,0
Hes3,0,0,0,0,0,0,0
Hes5,0,6,2,1,2,1,0
Hes6,701,605,592,614,510,468,527
Hes7,0,0,1,0,0,0,2
Hesx1,15,6,3,4,4,2,1
Hexa,1096,1083,1091,1126,948,776,875
Hexb,1481,1268,1178,1223,854,721,907
Hexdc,166,137,131,131,167,173,152
Hexim1,1239,1241,1299,1226,2469,2510,1714
Hexim2,47,30,30,39,33,24,28
Hey1,8,5,5,4,9,8,7
Hey2,0,0,0,0,0,0,0
Heyl,0,0,0,0,0,0,0
Hfe,6,3,7,0,2,3,1
Hfm1,0,0,0,0,0,0,0
Hgd,0,1,0,2,1,4,1
Hgf,1,3,0,1,0,0,1
Hgfac,11,4,7,3,3,4,2
Hgh1,459,422,357,415,373,335,373
Hgs,1337,1394,1463,1512,1745,1574,1655
Hgsnat,788,704,654,671,225,184,176
Hhat,110,91,91,102,61,60,72
Hhex,0,0,0,0,0,0,0
Hhipl2,3,3,1,1,5,9,2
Hiat1,1407,1351,1257,1419,1472,1404,1488
Hiatl1,1323,1106,1113,1075,1045,895,1069
Hibadh,1125,969,984,947,845,657,799
Hibch,605,467,467,425,423,338,443
Hic1,26,64,41,45,25,22,23
Hic2,139,94,121,110,117,124,130
Hid1,1632,1364,1455,1632,1730,1503,1563
Hif1a,2951,3083,2701,2679,2081,1660,2012
Hif1an,1780,1544,1610,1628,1622,1518,1594
Hif3a,74,45,51,25,26,22,38
Higd1a,287,251,263,253,196,170,162
Higd2a,867,843,815,779,637,485,627
Hilpda,225,240,295,221,154,130,141
Hils1,0,0,0,0,0,0,0
Hinfp,436,373,406,400,508,511,573
Hint1,1716,1530,1681,1480,1245,1010,1083
Hint2,218,226,202,194,178,121,155
Hint3,268,226,208,211,178,159,181
Hip1,11,20,10,11,11,14,6
Hip1r,280,316,257,252,593,526,551
Hipk1,7552,6878,6397,7130,6846,6023,6663
Hipk2,952,820,619,755,646,598,718
Hipk3,3548,2950,2772,2897,2562,2303,2377
Hipk4,2,4,5,4,3,6,6
Hira,293,286,307,314,312,278,295
Hirip3,275,322,288,359,492,417,501
Hist1h1a,4,2,1,1,25,33,23
Hist1h1b,0,1,1,0,1,0,1
Hist1h1c,108,114,82,94,528,666,470
Hist1h1d,11,7,6,7,18,24,30
Hist1h1e,7,11,8,13,39,56,83
Hist1h2aa,0,0,0,0,0,0,0
Hist1h2ab,0,0,0,0,1,0,0
Hist1h2ac,1,0,0,2,4,3,6
Hist1h2ad,0,0,0,0,0,0,0
Hist1h2ae,1,0,2,0,4,1,3
Hist1h2af,0,0,0,0,0,0,0
Hist1h2ag,0,0,1,0,0,0,0
Hist1h2ah,0,0,0,0,0,0,0
Hist1h2ai,0,3,0,1,4,3,4
Hist1h2aj,0,0,0,0,0,0,0
Hist1h2ak,2,2,4,2,12,7,12
Hist1h2al,0,0,0,0,0,0,0
Hist1h2an,0,1,0,0,0,1,1
Hist1h2bb,0,1,1,0,1,1,4
Hist1h2bc,25,34,28,31,36,44,37
Hist1h2be,17,19,14,25,37,35,46
Hist1h2bf,0,0,0,0,0,0,2
Hist1h2bg,0,4,0,1,5,4,6
Hist1h2bh,0,1,0,0,3,6,7
Hist1h2bj,1,1,0,7,7,3,6
Hist1h2bk,0,0,0,0,0,0,0
Hist1h2bl,0,0,0,1,0,0,1
Hist1h2bm,0,3,0,0,1,0,1
Hist1h2bn,0,0,0,1,4,2,3
Hist1h2bp,0,0,0,0,0,0,1
Hist1h3a,2,0,0,2,20,18,18
Hist1h3b,0,0,0,0,0,1,0
Hist1h3c,0,0,0,0,0,0,0
Hist1h3d,0,0,1,0,0,0,0
Hist1h3e,2,0,0,1,11,8,7
Hist1h3f,2,2,0,0,4,11,6
Hist1h3g,0,0,0,0,0,0,0
Hist1h3h,0,0,0,0,0,0,0
Hist1h3i,1,0,0,0,3,4,4
Hist1h4a,0,2,0,1,2,0,0
Hist1h4b,2,8,3,4,6,8,4
Hist1h4c,11,7,5,10,22,26,34
Hist1h4d,23,16,15,18,40,58,61
Hist1h4f,0,0,1,1,0,1,2
Hist1h4h,3,4,4,4,10,6,11
Hist1h4i,34,25,29,28,37,27,41
Hist1h4j,2,0,0,2,6,3,2
Hist1h4k,1,1,0,2,2,4,2
Hist1h4m,0,0,0,0,0,0,0
Hist1h4n,0,0,0,0,0,2,2
Hist2h2aa1,0,0,0,0,0,0,0
Hist2h2ab,2,1,0,2,0,1,5
Hist2h2ac,6,20,7,13,33,38,46
Hist2h2bb,8,8,4,5,21,19,17
Hist2h2be,274,251,248,283,231,188,259
Hist2h3b,1,5,3,2,5,7,10
Hist2h3c2,4,7,8,10,3,2,8
Hist2h4,6,20,12,28,59,70,63
Hist3h2a,69,86,65,94,82,67,74
Hist3h2ba,80,94,81,59,79,58,97
Hist3h2bb-ps,4,3,2,0,6,3,4
Hist4h4,6,4,2,7,21,28,20
Hivep1,1845,1588,1552,1661,1755,1514,1795
Hivep2,4514,4238,3957,4437,4685,4114,4805
Hivep3,673,587,528,595,435,450,604
Hjurp,3681,3375,3186,3730,4956,4856,3854
Hk1,4177,3823,3976,3995,3604,3006,3273
Hk1os,41,28,31,18,22,13,25
Hk2,12,17,12,10,12,7,9
Hk3,16,30,22,18,22,16,19
Hkdc1,0,0,0,0,1,0,0
Hlcs,932,810,717,777,785,678,803
Hlf,8,8,5,6,6,10,5
Hltf,1978,1780,1693,1766,1823,1691,1888
Hlx,0,1,0,1,0,0,0
Hm629797,0,0,0,0,0,1,0
Hmbox1,1291,1061,1090,1248,1645,1553,1851
Hmbs,349,330,288,291,241,218,230
Hmces,359,414,405,429,435,371,414
Hmcn1,6,4,3,2,9,11,12
Hmcn2,3,8,2,1,5,3,6
Hmg20a,2558,2219,2213,2305,2234,1998,2389
Hmg20b,632,558,630,728,862,879,1012
Hmga1,761,622,686,642,506,419,432
Hmga1-rs1,3,2,0,6,3,1,3
Hmga2,0,0,0,0,0,0,2
Hmgb1,2293,2246,2036,2031,2446,2363,2162
Hmgb1-ps1,1,0,0,0,0,0,0
Hmgb1-ps2,0,0,1,0,0,0,0
Hmgb1-ps3,0,0,0,1,0,1,0
Hmgb1-ps4,4,2,2,2,3,3,1
Hmgb1-ps5,3,6,6,1,10,5,12
Hmgb1-ps6,0,0,0,0,0,2,3
Hmgb1-ps7,7,2,11,7,3,3,7
Hmgb1-ps8,311,261,270,358,527,474,681
Hmgb1-ps9,0,0,0,0,0,0,0
Hmgb1-rs16,2,4,0,1,0,1,3
Hmgb1-rs18,0,0,0,0,0,0,0
Hmgb2,769,649,650,646,619,480,517
Hmgb3,72,63,57,40,52,52,48
Hmgcl,606,526,547,494,513,491,478
Hmgcll1,0,0,0,0,0,0,0
Hmgcr,1849,1689,1533,1949,1648,1762,1775
Hmgcs1,1450,1160,1192,1236,1120,1235,1210
Hmgcs2,0,0,0,0,0,0,0
Hmgn1,1880,1737,1629,1607,1481,1253,1449
Hmgn2,1870,1610,1420,1281,1264,1096,1287
Hmgn2-ps1,0,0,0,0,1,0,0
Hmgn3,16,12,15,10,8,3,7
Hmgn5,431,382,382,344,394,379,388
Hmgxb3,1599,1459,1434,1592,1569,1453,1618
Hmgxb4,883,673,655,651,749,580,745
Hmha1,38680,38499,39214,44745,61000,57616,63533
Hmmr,6,2,3,1,0,3,6
Hmox1,18,11,16,18,41,32,25
Hmox2,1223,1118,1206,1122,772,670,745
Hmx2,0,0,0,0,0,0,0
Hmx3,0,0,0,0,0,0,0
Hn1,3092,2539,2828,2630,2369,2004,2322
Hn1l,417,338,382,423,292,309,317
Hnf1a,1,0,0,0,0,1,0
Hnf1b,0,0,0,0,0,0,0
Hnf4a,0,0,0,0,0,0,0
Hnf4g,0,0,0,0,0,0,0
Hnmt,0,0,0,0,0,0,0
Hnrnpa0,6301,5483,5265,5420,5031,4413,4798
Hnrnpa1,6645,5549,5638,5293,6140,5291,5282
Hnrnpa1l2-ps,0,0,0,0,0,0,0
Hnrnpa2b1,17775,17745,17697,19873,21553,19982,21610
Hnrnpa3,8152,7204,7094,7299,6783,5681,6685
Hnrnpab,6065,5431,5480,5361,4531,3963,4296
Hnrnpc,5333,5603,5064,5201,4619,4196,4964
Hnrnpd,4715,3836,3819,3679,4329,3906,4196
Hnrnpdl,5841,4948,5434,5218,7241,6693,7240
Hnrnpf,3001,2837,2660,2747,2374,2051,2346
Hnrnph1,6286,6388,6285,6953,12733,13136,12450
Hnrnph2,1704,1478,1359,1511,1637,1444,1529
Hnrnph3,724,752,752,788,1188,1142,1303
Hnrnpk,13546,12071,11301,11600,10253,8996,10237
Hnrnpl,9622,8764,8761,8929,10396,9740,10529
Hnrnpll,1116,1058,1007,1093,1064,988,1015
Hnrnpm,6004,6357,6252,6800,6350,5468,6825
Hnrnpr,2784,2374,2088,2100,2540,2281,2584
Hnrnpu,2117,1956,1951,2127,2276,2115,2397
Hnrnpul1,6332,5464,5271,5468,5677,4615,5498
Hnrnpul2,7379,6700,6381,6903,7094,6517,7127
Hoga1,1,1,1,1,0,1,0
Homer1,234,236,249,270,358,381,383
Homer2,0,0,0,0,0,0,0
Homer3,108,75,72,82,104,93,106
Homez,237,171,205,178,166,118,171
Hook1,962,807,752,750,1016,1083,1085
Hook2,124,104,90,105,112,97,115
Hook3,1418,1146,1009,1139,1398,1209,1304
Hopx,204,177,163,155,215,190,147
Hopxos,6,7,4,8,11,8,4
Hormad1,0,0,0,0,0,0,2
Hormad2,9,2,10,1,1,0,3
Hotairm1,21,8,14,8,17,6,13
Hoxa1,4,8,6,6,6,5,5
Hoxa10,0,0,0,0,0,0,0
Hoxa11,0,0,0,0,0,0,0
Hoxa11os,1,0,0,0,0,0,0
Hoxa13,0,0,0,0,0,1,0
Hoxa2,0,0,1,0,1,1,4
Hoxa3,4,4,6,1,18,16,13
Hoxa4,9,1,9,6,5,5,6
Hoxa5,8,5,9,2,14,24,19
Hoxa6,1,0,1,0,5,4,4
Hoxa7,23,12,22,10,29,19,20
Hoxa9,0,0,0,0,0,0,0
Hoxaas2,2,0,2,2,7,3,8
Hoxaas3,13,9,5,7,4,12,8
Hoxb13,0,0,0,0,0,0,0
Hoxb2,0,0,1,0,0,0,1
Hoxb3,3,4,5,2,5,7,2
Hoxb3os,0,0,0,0,0,0,0
Hoxb4,26,24,34,29,30,33,31
Hoxb5,0,0,0,0,0,0,0
Hoxb5os,0,0,0,0,0,0,0
Hoxb6,0,0,0,0,0,0,0
Hoxb7,0,0,0,0,0,0,0
Hoxb8,0,0,0,0,0,0,0
Hoxb9,0,0,0,0,0,0,0
Hoxc13,0,0,0,0,0,0,0
Hoxc4,0,0,0,0,0,0,0
Hoxc5,1,0,0,0,0,0,0
Hoxc6,1,0,0,3,1,0,0
Hoxc8,0,0,0,0,0,0,0
Hoxc9,0,1,0,1,6,3,1
Hoxd11,0,0,0,0,0,0,0
Hoxd12,0,0,0,0,0,0,0
Hoxd8,0,0,0,0,0,0,0
Hp,2,6,0,0,0,0,1
Hp1bp3,8699,8158,8068,8275,8789,8085,9035
Hpca,0,0,2,1,0,0,0
Hpcal1,1735,1574,1635,1583,1458,1292,1485
Hpcal4,0,0,0,0,0,0,1
Hpd,0,0,0,0,0,0,0
Hpdl,2,0,2,1,0,2,1
Hpgd,0,0,0,0,0,0,0
Hpgds,77,39,38,58,74,73,85
Hpn,33,3,8,3,11,10,8
Hprt,1661,1609,1576,1549,1182,1020,1149
Hps1,933,914,913,918,915,790,964
Hps3,1523,1450,1287,1429,1936,1754,1917
Hps4,447,404,365,389,405,373,413
Hps5,1204,1148,1034,1224,1498,1374,1478
Hps6,367,334,325,284,212,169,214
Hpse,5,2,8,4,6,6,1
Hpx,1,1,0,2,3,1,0
Hr,1,7,3,1,8,7,4
Hras,540,435,488,419,415,361,413
Hrasls5,0,0,1,1,1,0,0
Hrc,0,0,0,0,0,0,0
Hrct1,0,0,0,0,0,0,0
Hrh1,1,0,0,1,0,1,0
Hrh2,196,153,141,194,291,205,270
Hrh3,0,0,0,0,0,0,0
Hrh4,1,0,0,1,0,0,0
Hrk,0,0,0,0,0,0,0
Hrsp12,140,132,132,137,125,110,133
Hs1bp3,282,214,241,218,206,187,227
Hs2st1,584,465,422,457,470,389,402
Hs3st1,0,0,0,0,0,0,0
Hs3st2,1,0,2,0,0,0,0
Hs3st3a1,8,1,1,3,1,1,0
Hs3st3b1,1621,1322,1400,1388,1469,1283,1554
Hs3st5,0,0,0,0,0,0,0
Hs3st6,0,0,0,0,0,0,0
Hs6st1,1141,885,1012,972,1088,1014,1057
Hs6st2,0,2,0,0,0,0,0
Hs6st3,0,0,0,0,0,0,0
Hsbp1,1500,1324,1238,1210,1036,844,942
Hsbp1l1,0,0,0,0,0,0,0
Hscb,354,308,339,276,233,189,230
Hsd11b1,1852,1663,1737,1778,1226,1087,1282
Hsd11b2,0,0,0,0,0,0,0
Hsd17b1,16,11,15,21,14,21,28
Hsd17b10,1122,1034,1075,901,727,577,764
Hsd17b11,838,730,807,829,802,680,637
Hsd17b12,933,940,889,829,599,583,663
Hsd17b13,0,0,1,0,0,0,0
Hsd17b14,7,6,5,6,1,1,3
Hsd17b4,1525,1308,1242,1244,970,772,948
Hsd17b7,278,250,180,260,278,296,322
Hsd3b3,0,0,0,0,0,0,0
Hsd3b7,48,66,75,94,113,128,183
Hsdl1,3592,2846,2921,2971,3077,2827,3158
Hsdl2,1022,873,829,787,565,561,645
Hsf1,1414,1424,1451,1552,2042,1832,1958
Hsf2,244,209,222,266,266,300,239
Hsf2bp,5,13,10,6,14,22,11
Hsf4,18,12,6,6,22,11,21
Hsf5,0,1,0,0,3,1,5
Hsh2d,534,482,396,419,401,367,399
Hsp25-ps1,0,0,0,0,0,0,0
Hsp90aa1,2723,2775,2753,3508,3121,3201,2370
Hsp90ab1,30259,29208,31008,36835,33625,33912,30894
Hsp90b1,5083,5656,5562,6535,6895,6420,6386
Hspa12a,79,66,63,43,107,88,94
Hspa12b,0,1,0,0,0,0,0
Hspa13,376,317,286,316,299,238,266
Hspa14,1740,1549,1447,1542,1489,1381,1538
Hspa1a,2,2,2,6,18,73,77
Hspa1b,5,20,17,32,71,228,242
Hspa1l,0,0,0,0,0,0,0
Hspa2,14,15,21,8,22,19,9
Hspa4,4415,4218,4115,4223,3685,3297,3634
Hspa4l,379,403,377,414,389,377,397
Hspa5,5905,6070,5968,6035,7800,6955,6243
Hspa8,17927,20671,22949,25888,20049,19491,17824
Hspa9,4938,4579,4578,4573,4125,3434,3637
Hspa9-ps1,1,2,3,1,4,0,0
Hspb1,0,0,1,0,2,1,0
Hspb11,330,306,282,230,184,159,183
Hspb2,0,0,0,0,0,1,0
Hspb6,72,41,70,63,64,39,62
Hspb7,0,0,0,0,0,0,0
Hspb9,3,3,2,1,2,3,0
Hspbap1,682,593,624,629,341,268,346
Hspbp1,857,807,773,739,620,471,538
Hspd1,2373,2362,2229,2641,2406,2300,2010
Hspd1-ps3,10,8,5,8,5,7,6
Hspd1-ps4,0,0,0,0,0,0,0
Hspe1,946,872,926,962,792,816,858
Hspe1-ps2,0,1,0,0,0,0,0
Hspe1-ps3,0,0,0,0,0,0,0
Hspe1-ps6,0,0,0,0,0,0,1
Hspg2,0,0,0,0,0,0,0
Hsph1,1315,1905,1964,3273,3365,3801,2542
Htatip2,381,339,339,312,2,1,2
Htatsf1,1595,1420,1253,1451,1549,1415,1590
Htr1b,0,0,0,0,0,0,0
Htr2a,0,0,0,0,1,0,0
Htr3b,1,0,0,0,0,0,0
Htr5b,0,1,0,0,0,0,0
Htr6,0,0,0,0,0,0,0
Htr7,0,0,0,0,0,0,0
Htra1,0,0,0,0,0,0,0
Htra2,433,337,390,428,482,444,465
Htra3,0,0,0,0,0,0,0
Htra4,0,0,0,0,0,0,0
Htt,3282,2978,2748,3109,3568,3320,3934
Hunk,0,0,1,1,0,0,0
Hus1,485,406,368,420,420,368,421
Hus1b,1,4,0,1,7,3,6
Huwe1,19142,16573,14981,17763,21081,19944,23300
Hvcn1,3955,3010,2810,2853,2497,2166,2758
Hyal1,15,13,19,17,21,19,30
Hyal2,155,151,130,101,65,66,77
Hyal3,4,4,4,1,11,8,4
Hyal6,0,0,0,0,0,0,0
Hyi,241,248,234,262,574,458,543
Hykk,18,16,13,19,34,27,36
Hyls1,247,222,228,219,305,234,286
Hyou1,2486,2467,2311,2532,2565,2232,2458
Hypk,77,89,104,102,174,133,162
I830077J02Rik,2,2,3,6,3,0,1
I830127L07Rik,0,0,0,0,0,0,0
I830134H01Rik,0,0,0,1,0,0,1
Iah1,484,404,403,431,330,307,308
Iars,2313,1927,2023,2026,1988,1685,1861
Iars2,2284,1704,1765,1674,1329,1216,1374
Iba57,321,245,289,269,210,180,221
Ibtk,2510,2228,2335,2204,2236,1938,2260
Ica1,3,4,0,1,1,0,1
Ica1l,1,3,3,4,4,1,3
Icam1,747,754,834,823,764,543,575
Icam2,1461,1489,1434,1429,1443,1306,1653
Icam4,12,4,12,6,5,3,8
Icam5,7,10,3,12,16,4,6
Ice1,3946,3504,3388,3507,3539,3206,3560
Ice2,785,716,655,688,864,833,1046
Ick,417,289,249,277,306,279,374
Icmt,1052,975,991,1035,1008,868,1020
Icos,984,1023,1078,1128,1336,1031,1154
Icosl,445,231,279,270,378,241,326
Ict1,1014,914,907,894,763,666,828
Ict1os,1,11,3,2,1,2,1
Id1,5,1,6,11,19,22,12
Id2,836,687,680,665,1086,1109,978
Id3,821,625,583,690,373,434,483
Id4,0,0,0,0,0,0,0
Ide,2072,2019,1839,2071,1321,1125,1287
Idh1,189,151,148,184,151,142,139
Idh2,1799,1462,1491,1429,1291,1001,1250
Idh3a,1207,1114,1054,1042,903,755,877
Idh3b,2427,2344,2462,2312,2557,2155,2512
Idh3g,2245,2057,2097,2014,1912,1561,1970
Idi1,88,64,71,95,67,88,63
Idi2,0,0,0,0,0,0,0
Idnk,981,858,1036,967,1189,930,1130
Ido1,0,0,0,0,0,0,0
Ids,1565,1389,1319,1317,1384,1152,1378
Idua,824,830,802,857,947,773,1064
Ier2,2531,2047,2249,2042,3198,2590,2347
Ier3,3,2,4,1,1,3,1
Ier3ip1,665,527,568,561,490,412,392
Ier5,2918,2265,2399,2369,2213,2115,1986
Ier5l,0,4,1,2,3,5,3
Iffo1,483,378,388,483,784,721,787
Iffo2,519,468,462,495,617,526,507
Ifi203,6703,5722,6005,7017,9340,8151,9885
Ifi204,2,3,1,2,0,0,4
Ifi205,0,0,0,0,0,0,0
Ifi27,1346,1438,1418,1314,1377,1172,1368
Ifi27l2a,2362,2612,1797,2504,1626,1097,1444
Ifi27l2b,0,0,1,0,0,0,0
Ifi30,574,441,520,489,140,109,112
Ifi35,1213,1139,1142,1260,1064,875,1113
Ifi44,86,146,112,131,56,28,61
Ifi47,6816,5891,6516,6479,4619,3608,4387
Ifih1,834,700,657,737,695,569,810
Ifit1,936,786,555,814,564,265,469
Ifit2,2111,1766,1844,1925,2157,1658,2108
Ifit3,364,445,364,517,265,148,303
Ifit3b,103,121,101,136,54,34,76
Ifitm1,0,0,2,1,1,3,7
Ifitm10,49,25,27,31,29,33,38
Ifitm2,2,2,3,0,1,1,2
Ifitm3,21,16,13,20,5,4,6
Ifitm5,0,0,0,0,0,0,0
Ifitm6,4,0,1,0,0,0,0
Ifitm7,0,0,0,0,0,0,0
Ifnab,0,2,2,0,1,0,0
Ifnar1,4304,3325,3475,3515,3450,3027,3391
Ifnar2,1029,949,1017,950,935,800,828
Ifng,0,0,3,5,6,3,4
Ifngr1,2773,4152,4559,3482,2465,2098,2067
Ifngr2,1581,1191,1245,1240,1389,1153,1303
Ifnlr1,0,0,0,0,0,0,0
Ifnz,1,0,1,2,0,0,1
Ifrd1,838,694,809,801,754,670,650
Ifrd2,581,550,555,618,541,511,516
Ift122,58,31,37,27,15,11,43
Ift140,1027,896,862,799,842,717,883
Ift172,313,341,250,313,415,356,404
Ift20,543,514,498,502,431,357,407
Ift22,50,43,40,39,22,21,24
Ift27,310,262,236,224,222,193,230
Ift43,2,2,1,2,0,0,1
Ift46,530,362,379,317,365,336,441
Ift52,810,726,740,685,547,452,633
Ift57,125,84,99,79,62,50,76
Ift74,79,56,44,59,67,65,63
Ift80,3654,3700,3139,3335,3084,2883,3781
Ift81,58,42,42,61,51,41,45
Ift88,129,103,94,98,84,77,96
Ift88os,0,0,0,0,0,0,0
Igbp1,1962,1774,1838,1685,1406,1114,1320
Igbp1b,0,0,0,0,0,0,0
Igdcc3,0,0,0,0,0,0,0
Igdcc4,2,1,3,0,2,2,3
Igf1,0,0,0,1,0,0,1
Igf1r,273,337,270,285,509,425,454
Igf2,2,0,1,1,2,0,2
Igf2bp1,0,0,0,0,0,0,0
Igf2bp2,30,38,20,25,29,24,25
Igf2bp3,8,4,5,4,1,1,0
Igf2os,1,0,0,1,1,2,1
Igf2r,4550,3748,3486,3725,2831,2526,3268
Igfals,1,0,0,0,0,0,0
Igfbp1,0,0,0,0,0,0,0
Igfbp2,0,0,0,0,0,0,0
Igfbp4,30656,22429,25554,23385,13797,11767,12677
Igfbp5,0,0,0,0,0,0,0
Igfbp6,1,0,0,1,2,1,1
Igfbp7,0,0,0,0,0,0,0
Igfn1,0,0,1,0,0,0,0
Igha,86,67,20,9,422,321,158
Ighd,68,41,38,46,73,61,90
Ighd1-1,0,0,0,0,0,0,0
Ighd2-3,0,0,0,0,0,0,0
Ighd2-8,0,0,0,0,0,0,0
Ighd3-2,0,0,0,0,0,0,0
Ighd4-1,1,1,1,0,1,0,1
Ighe,0,0,0,0,0,0,0
Ighg1,0,4,1,2,12,0,2
Ighg2b,70,70,25,13,32,2,2
Ighg2c,76,4,1,28,2,2,1
Ighg3,49,6,3,1,0,0,1
Ighj1,5,6,3,2,6,4,7
Ighj2,3,4,0,6,6,3,8
Ighj3,3,4,1,0,1,1,3
Ighj4,1,0,3,1,1,2,2
Ighm,11281,9995,10160,10887,12991,10489,12930
Ighmbp2,529,506,474,495,530,529,602
Ighv1-11,2,0,0,0,0,0,0
Ighv1-12,0,0,0,0,1,0,0
Ighv1-13,0,0,0,0,0,0,0
Ighv1-15,1,0,0,0,5,2,0
Ighv1-18,0,3,0,3,6,2,0
Ighv1-19,0,0,0,0,1,0,0
Ighv1-2,0,0,0,0,0,0,0
Ighv1-20,0,0,0,0,0,0,0
Ighv1-21,0,0,0,0,0,0,0
Ighv1-22,0,0,0,0,8,0,0
Ighv1-23,0,0,0,0,0,0,0
Ighv1-25,0,0,0,0,0,0,0
Ighv1-26,15,5,2,0,12,7,0
Ighv1-28,0,1,0,0,0,0,0
Ighv1-31,0,0,0,0,0,0,0
Ighv1-32,0,0,0,0,0,0,0
Ighv1-33,0,0,0,0,0,0,0
Ighv1-34,0,0,0,0,0,0,0
Ighv1-36,0,0,0,2,0,0,0
Ighv1-37,0,0,0,0,0,0,0
Ighv1-39,0,1,0,0,0,0,0
Ighv1-4,0,0,0,0,1,1,0
Ighv1-42,0,0,0,0,0,0,5
Ighv1-43,0,0,0,0,0,0,0
Ighv1-47,0,1,0,0,1,0,0
Ighv1-49,0,0,0,0,0,0,0
Ighv1-5,0,0,0,0,2,0,0
Ighv1-50,0,0,0,0,0,0,0
Ighv1-52,0,0,0,0,0,0,0
Ighv1-53,1,1,0,0,3,1,1
Ighv1-54,0,0,0,0,0,1,0
Ighv1-55,3,2,1,1,1,0,0
Ighv1-56,0,0,0,0,0,0,0
Ighv1-58,0,1,0,0,0,0,0
Ighv1-59,0,0,0,0,0,2,0
Ighv1-61,0,0,0,0,0,0,0
Ighv1-62,0,0,0,0,0,0,0
Ighv1-62-1,0,0,0,0,0,0,0
Ighv1-62-2,0,0,0,0,0,0,0
Ighv1-62-3,0,0,0,0,3,0,0
Ighv1-63,0,0,0,0,0,0,0
Ighv1-64,3,0,0,0,4,5,3
Ighv1-66,0,0,1,0,0,0,0
Ighv1-67,0,0,0,0,0,0,0
Ighv1-69,0,0,1,1,0,3,0
Ighv1-7,0,3,0,0,2,0,0
Ighv1-70,0,0,0,0,0,0,0
Ighv1-72,0,0,0,0,6,0,0
Ighv1-73,0,0,0,0,0,0,0
Ighv1-74,0,0,1,0,0,1,0
Ighv1-75,0,0,0,0,0,0,0
Ighv1-76,4,1,0,0,5,4,0
Ighv1-77,0,0,0,0,0,0,0
Ighv1-78,17,3,0,5,4,0,6
Ighv1-79,0,0,0,0,0,0,0
Ighv1-80,0,5,0,0,1,1,1
Ighv1-81,0,0,0,0,6,5,5
Ighv1-82,0,5,2,0,9,0,0
Ighv1-83,0,0,0,0,0,0,0
Ighv1-84,0,0,0,0,0,0,0
Ighv1-85,0,0,1,0,0,0,0
Ighv1-9,14,0,12,0,2,3,1
Ighv10-1,0,0,0,0,1,0,0
Ighv10-3,0,0,0,0,0,0,0
Ighv11-2,0,0,1,0,0,0,0
Ighv12-3,0,0,0,0,0,0,0
Ighv13-2,0,0,0,0,0,0,0
Ighv14-1,0,0,0,0,0,0,0
Ighv14-2,0,1,0,0,2,2,5
Ighv14-3,6,0,0,0,3,3,0
Ighv14-4,0,0,0,0,0,0,0
Ighv15-2,0,0,0,0,0,0,0
Ighv2-2,0,1,0,0,0,0,0
