Unnamed: 0,stat,padj,log2FC_TCvsB6
A730011C13Rik,-2.03357,0.100221,-0.144951
6430531B16Rik,1.9413,0.100278,0.168149
Gm17421,2.07862,0.100298,0.136414
Gm12273,1.98097,0.100306,0.238749
Vmn1r123,-1.94123,0.100309,-0.175009
Gm12714,-1.94453,0.100315,-0.101266
Gm9126,1.94924,0.100317,0.169518
Gm23536,2.06284,0.100323,0.0890764
Gm9755,-2.01518,0.100336,-0.150568
Gm5529,-2.35018,0.100356,-0.177461
Gm13910,-1.95707,0.100368,-0.377241
Olfr1077-ps1,1.94059,0.100385,0.189925
Sybu,2.0485,0.100391,0.0913198
LOC100861618,1.94118,0.100403,0.133311
Gm26740,-1.98006,0.100422,-0.212653
Phf23,1.97374,0.100426,0.109775
Snap91,1.94827,0.100459,0.0808146
Zfp534,1.94828,0.100468,0.105971
Gm9930,1.9676,0.100476,0.141906
Dapk1,-2.18188,0.1005,-0.083226
Gm5458,-2.41386,0.100533,-0.287605
Fam217a,2.04345,0.100551,0.162391
Gm13081,1.98921,0.100576,0.251242
Gm25149,1.9818,0.100614,0.12154
Cypt15,2.11675,0.100662,0.303673
Ubr4,1.97801,0.100671,0.0583107
Gm7324,-1.93897,0.10068,-0.115548
Lpp,1.99944,0.100681,0.083039
Gm15583,-1.93826,0.100685,-0.159602
Gm7104,2.30487,0.100714,0.186188
AA543186,2.04972,0.100726,0.254131
Grip1,2.06056,0.100733,0.107853
Vangl2,-1.93958,0.100746,-0.0989462
4930540M03Rik,2.08481,0.100775,0.134525
4930483C13Rik,1.96196,0.100789,0.145152
Vmn2r-ps10,1.93959,0.100814,0.297509
Npas1,2.00019,0.100827,0.0840539
Gm16430,1.99215,0.10083,0.220518
Xcr1,1.9574,0.10086,0.22785
Trim55,1.9528,0.100877,0.0845018
Gm13265,2.00869,0.100882,0.179478
Rab11fip1,-2.29434,0.100891,-0.126334
9330159N05Rik,2.29775,0.100893,0.20155
Cml1,1.95322,0.100916,0.149291
Ralgapa2,2.04183,0.100944,0.113539
Gm22596,1.98797,0.100946,0.168168
1700123I01Rik,2.03252,0.100956,0.0879115
Xlr3c,2.21263,0.100994,0.462529
Smco1,2.06581,0.100996,0.15822
Commd6,-1.97913,0.101023,-0.145287
Mir7671,2.28593,0.101038,0.241821
1700045I11Rik,1.95222,0.101043,0.17807
Dlx5,2.15982,0.101055,0.0879316
Mir8096,1.97653,0.101072,0.367083
Gm15863,1.93948,0.101084,0.251951
Gm15608,1.99155,0.101086,0.139971
Gstt4,1.94299,0.101087,0.210883
Rspo1,1.93583,0.101094,0.169706
Vmn2r-ps56,1.94598,0.101102,0.17865
Mkks,-2.37777,0.101104,-0.134012
Dlg1,-2.15159,0.101114,-0.127648
Gm24939,2.03486,0.101129,0.334001
Gm23962,1.94936,0.101133,0.160789
LOC102637497,-2.0517,0.101145,-0.25418
Patl2,2.01555,0.101148,0.127995
4833422C13Rik,-2.16003,0.101152,-0.215256
Elp6,-2.06574,0.1012,-0.122522
Snrnp27,1.93632,0.101211,0.0922812
Tbcc,2.37724,0.101215,0.298462
Klhl35,1.98826,0.10122,0.126684
Gm5944,2.44041,0.101222,0.146834
Vps4b,-2.09662,0.101225,-0.0954994
Mir9-1,1.99364,0.101228,0.104401
Gm22959,1.98089,0.101231,0.202232
Tln2,1.97442,0.101237,0.0984408
B230317F23Rik,1.93495,0.101261,0.211802
Gm15325,1.94028,0.101288,0.315893
Gm16342,2.2374,0.101302,0.290418
Gm6216,2.06083,0.101315,0.147939
Trappc6b,-2.06404,0.101339,-0.136877
Snapc1,-1.97192,0.101345,-0.225996
Gm7589,-1.95009,0.101394,-0.105505
1700092C02Rik,1.96202,0.101418,0.0727275
Gm8614,1.93306,0.10146,0.171557
Gm11953,2.21769,0.101462,0.183254
Gm20645,-1.95366,0.101466,-0.170875
Slc35g2,1.93559,0.101485,0.104456
Lig1,-2.01126,0.101494,-0.141431
BC023202,2.14508,0.101515,0.192449
Pla2g10,2.02481,0.101534,0.104098
Dnmt1,-2.04121,0.101597,-0.119868
Ephx2,2.09737,0.101609,0.140459
Slc1a2,2.10118,0.10162,0.108896
Dok1,-1.93249,0.101624,-0.129944
Gm26408,2.26153,0.101636,0.219584
Vmn1r234,1.93432,0.101657,0.135683
Map6,1.93349,0.101683,0.253913
Arg2,2.00526,0.101693,0.184675
Igfbp1,2.01485,0.101694,0.0828182
Gm23404,1.94477,0.101793,0.154391
Olfr1353,2.03373,0.101795,0.180226
Brd4,2.25855,0.101863,0.202927
Gm13133,2.06592,0.101879,0.197653
Gm20394,1.95898,0.10188,0.136839
Il12rb1,-2.0397,0.101903,-0.215174
Gm15892,1.95444,0.101923,0.168053
Ccdc148,2.07831,0.101969,0.145112
Nek9,1.93169,0.101985,0.101292
Zc3h12a,1.94131,0.102005,0.173978
Gm24431,-2.09633,0.102014,-0.111392
Wdr1,-1.98733,0.102016,-0.140527
Hspb8,1.93035,0.102056,0.192502
Speer3,1.93224,0.102072,0.137842
Trav8d-1,1.93201,0.102074,0.201927
Nf2,1.94624,0.102097,0.143861
Xkrx,1.94847,0.102125,0.259669
Gm15514,2.09336,0.102127,0.174099
Ubr5,1.93741,0.102129,0.0810716
Ttc21a,1.94329,0.102172,0.138641
Esyt1,-2.09357,0.102173,-0.241926
F830208F22Rik,1.94896,0.102185,0.216912
Gm5762,-1.94918,0.102225,-0.143322
Gm11397,1.93269,0.102234,0.0755897
Zfp239,1.92912,0.102295,0.115619
Kifc1,-2.3277,0.102301,-0.133265
Trpc4ap,-1.93367,0.10232,-0.0916517
Gm7456,1.93292,0.102347,0.132392
Gm23274,2.38632,0.102354,0.275634
Tenm2,1.92975,0.102359,0.0769253
Gm26628,-2.08134,0.10236,-0.231252
Mir7033,2.07933,0.102364,0.233008
Gm24011,2.0557,0.102379,0.126273
Gm24064,1.92669,0.1024,0.114391
Fam115a,1.96632,0.102403,0.163121
Gm7247,2.02534,0.102452,0.140775
Gm12257,1.92651,0.102461,0.165767
4632433K11Rik,-1.92705,0.102514,-0.213282
Gm26912,-2.06354,0.102515,-0.119434
Olfr647-ps1,1.92543,0.102533,0.257257
Gm23888,2.07051,0.102544,0.141712
Ttll7,1.92567,0.102584,0.176987
Adam23,1.94124,0.102585,0.127213
Vmn1r155,-1.93077,0.102595,-0.206637
Vmn1r155,-1.93077,0.102595,-0.206637
Kcnk13,-2.00952,0.102596,-0.141008
Rtn2,1.94325,0.102616,0.154675
Gm26638,1.966,0.102623,0.17049
Gm13460,1.92478,0.102677,0.186874
Zfp36l1,1.9249,0.102683,0.248992
Gm13788,-2.01186,0.102692,-0.226326
Shc4,1.96006,0.102697,0.115446
Zfp85,-1.95038,0.102709,-0.14471
Ighm,-2.47655,0.102715,-1.66201
Gm22699,2.00467,0.102724,0.24247
Anks6,1.94183,0.102744,0.145845
Piwil1,2.13297,0.102748,0.118723
Apba2,2.06993,0.102755,0.0912827
Slx4,1.99532,0.102778,0.137147
Mir216c,-2.02286,0.102792,-0.282525
Gm24764,1.97825,0.102797,0.183651
Mir455,2.04831,0.102801,0.2664
Gm15490,-1.93722,0.102807,-0.161439
Vars,1.96209,0.102811,0.083144
Prex2,1.925,0.102825,0.102798
Gm16486,2.01053,0.102856,0.175402
Tbx6,2.05501,0.102882,0.222182
Ccr9,-2.48314,0.10289,-0.234342
Gm16741,2.2307,0.102904,0.276061
Zfp503,1.9653,0.102939,0.140244
Gm22845,1.99142,0.102949,0.15194
Gm561,-1.94257,0.102952,-0.100757
Tmed1,2.0137,0.102958,0.136424
Gm7856,-1.92882,0.102987,-0.215043
Pgr,1.9647,0.102995,0.135423
Slc25a34,2.05863,0.103007,0.18142
Rcvrn,-1.92188,0.103013,-0.223795
Gm16340,1.92166,0.103032,0.108958
Gm24720,2.01662,0.103035,0.16321
Igkv19-93,-2.62447,0.103078,-3.10857
Ndnl2,2.14508,0.103102,0.235781
Sytl3,-2.59726,0.103113,-0.278069
Prr15,2.09837,0.103134,0.232945
Unc80,1.92655,0.103138,0.104596
Mir684-1,-1.9535,0.10314,-0.103671
Grip2,2.20407,0.103142,0.107012
Gm15285,-1.99827,0.10315,-0.187381
Cml2,1.92071,0.103183,0.280704
Lst1,1.95881,0.103223,0.104305
Hcrtr1,1.99912,0.103255,0.123746
Olfr1027-ps1,1.9621,0.103263,0.171563
Olfr1296-ps1,1.94772,0.103301,0.137125
Gm14521,-2.08929,0.103308,-0.15599
4930578G10Rik,2.12574,0.103325,0.231638
Irak1bp1,2.08229,0.103334,0.209645
Gm24342,2.27284,0.103364,0.0979972
Gm27031,-1.93241,0.103383,-0.235923
Gm20242,1.92566,0.103404,0.15967
4930509J09Rik,1.92161,0.103405,0.187636
Gm24483,1.93413,0.103416,0.203528
Vps18,2.03111,0.10343,0.115262
Trim30d,2.50186,0.103457,0.186646
Trav8-2,2.10803,0.103467,0.1825
Cdh13,1.92198,0.10347,0.061571
Gm18859,2.17662,0.103479,0.179087
Gm22506,1.92554,0.103483,0.128346
4931406C07Rik,-1.93882,0.103489,-0.0929614
Otc,1.95505,0.103499,0.178067
Olfr1126,1.93911,0.103509,0.162751
Gm20689,-2.04151,0.103513,-0.122969
Lgals1,-1.99439,0.103574,-0.285371
Hes6,1.9312,0.10358,0.125827
6330419J24Rik,1.93567,0.103596,0.181941
Gm20325,-1.91846,0.10361,-0.421548
Gm7481,2.62822,0.103616,0.13008
Mir486,2.59303,0.103665,0.334457
Gm15749,2.15506,0.103684,0.290136
Gm16078,1.92329,0.103689,0.15631
Gm10308,2.02666,0.103722,0.196323
Nol7,-1.92521,0.103756,-0.134562
Micall2,-2.03734,0.103783,-0.0593374
Papln,2.04828,0.103791,0.142328
Osbpl10,1.94309,0.103806,0.11445
Gm17044,-2.04455,0.103807,-0.126826
Gm4487,2.18025,0.103815,0.309036
Gm14213,-2.00111,0.10382,-0.100204
Rpl5,-2.2471,0.103876,-0.115904
Siglech,1.91577,0.103911,0.0939672
Gm6812,2.08663,0.103916,0.240476
Wdsub1,2.01584,0.103924,0.101273
Adh7,1.929,0.103978,0.142205
Gm10272,1.91589,0.103987,0.221917
Dnajc9,-2.01991,0.104011,-0.124566
Prdm14,2.00333,0.104022,0.0945522
Ccdc28a,1.96946,0.10407,0.132402
Gm12569,1.97116,0.104078,0.129446
Kcnh7,2.01625,0.104107,0.102267
Gm15759,1.98186,0.104107,0.178232
Gm22439,1.98228,0.104119,0.226898
Vmn2r113,1.91576,0.104179,0.17332
Slc2a8,2.21922,0.104181,0.0632761
Lrfn1,2.28784,0.10422,0.133627
Dhrs7c,2.08904,0.104222,0.174338
Gm10764,1.95291,0.104224,0.208087
Gm15261,-1.91502,0.104302,-0.101407
Polr3f,-2.01048,0.104362,-0.144189
A230050P20Rik,1.99747,0.104366,0.163043
Astn2,1.91502,0.104397,0.101012
Ppm1n,1.97555,0.104491,0.198006
Ulk1,2.11024,0.104497,0.253251
Exosc9,-2.00816,0.104508,-0.121756
Armc9,1.92913,0.104522,0.070201
Gm11676,2.0707,0.10453,0.183705
Med19,2.07639,0.104547,0.116029
Gm9966,1.91118,0.104575,0.16679
Spg20,2.27885,0.104579,0.0750834
Mamdc2,2.06934,0.104585,0.146345
Mir7229,1.92186,0.104607,0.178972
Clec5a,1.95877,0.104627,0.186448
Fgf13,2.33962,0.104642,0.211043
Gm15080,1.92007,0.104659,0.136756
4930579K19Rik,2.12553,0.104667,0.274574
Gm8880,1.93068,0.104699,0.0493266
Gm26439,2.23189,0.1047,0.26436
Nfatc4,1.92009,0.104702,0.107466
Gm24886,1.91015,0.104704,0.411431
Mir3060,1.95638,0.104716,0.129516
Gsdmcl1,2.05717,0.104725,0.157874
N28178,1.96095,0.104749,0.162039
Hic2,2.02369,0.104762,0.140769
Ern1,1.92748,0.104782,0.130081
Tcerg1l,2.02578,0.104784,0.123469
Gm2427,1.93392,0.104784,0.100341
Kcnd2,2.59252,0.104836,0.145705
Nat8l,2.26143,0.104876,0.209387
1700116H05Rik,1.90899,0.10488,0.138962
Akr1c20,1.98339,0.104889,0.108331
Napsa,2.34487,0.104901,0.194249
Hps4,1.94268,0.104905,0.0794643
Hist1h2an,-2.75298,0.104915,-0.466172
Gm13982,-2.10433,0.104922,-0.300274
Snord88c,-1.93851,0.104939,-0.14227
Clec18a,1.91312,0.104945,0.165854
Serpina6,2.00442,0.104954,0.160854
Gm17224,-2.02043,0.104986,-0.166645
C530008M17Rik,1.91292,0.104994,0.081427
Gm22777,1.91841,0.104995,0.344247
Tbata,1.92062,0.105004,0.153556
Myh1,1.98973,0.105017,0.105905
Gm7954,1.98077,0.105035,0.196866
Ckap2,-2.27253,0.105088,-0.367173
Ppp1r14b,1.96206,0.105106,0.180313
1110007C09Rik,2.05578,0.105149,0.0795227
Ubxn8,-2.02706,0.105164,-0.123072
Gm26055,1.91036,0.105171,0.163208
Gm15707,-2.12746,0.105262,-0.234964
Gm16499,2.04861,0.105285,0.259201
n-R5s8,1.9966,0.105318,0.325533
Igkv12-46,-2.77442,0.10532,-2.25551
Arnt2,1.94428,0.105337,0.132278
St3gal2,1.96011,0.105337,0.0976564
Sec14l1,-1.91823,0.105366,-0.140822
4930448H16Rik,-1.93179,0.105373,-0.0917026
Aim2,2.00451,0.105401,0.0920067
1810046K07Rik,1.93799,0.105418,0.335504
Psmb6,-1.90512,0.10543,-0.13609
Gm8802,2.02701,0.105504,0.488393
Gm25278,2.16031,0.10556,0.237045
Gm11940,1.92583,0.10556,0.282061
Kcna1,1.98633,0.105588,0.16168
Adora2a,2.29977,0.105589,0.129098
Igkv12-47,-2.32996,0.105593,-0.490331
Gm11744,1.98193,0.105608,0.150097
Sgpp1,-2.06432,0.105667,-0.0943853
Gm6304,-1.93424,0.105671,-0.153544
Camk2g,1.99784,0.105671,0.0668255
Mlxip,1.90833,0.105683,0.177821
Olfr1268-ps1,1.96588,0.105693,0.164675
Slc19a3,2.17022,0.105696,0.04398
Olfr390,1.93919,0.10571,0.127867
Gm25168,1.90624,0.105727,0.349196
Hypk,-1.96393,0.10576,-0.0996945
Arrb1,2.08054,0.10577,0.0676633
Dnah17,1.93986,0.105787,0.0683375
Gm21160,1.90508,0.105817,0.0767072
Tnc,1.96863,0.105837,0.180206
RP24-300P2.1,1.98117,0.105872,0.146523
AF529169,1.95401,0.105913,0.151167
Magea1,-1.90324,0.105943,-0.160302
Cntnap2,1.9846,0.105963,0.125915
Gm23875,2.38117,0.105981,0.227529
Gm4823,2.22285,0.105997,0.184873
Mroh4,1.91688,0.106021,0.113606
Syne2,1.90211,0.106034,0.0989621
Gm19924,2.03435,0.106053,0.188686
Alkbh2,2.16976,0.106056,0.0862315
Chpf2,1.90484,0.106126,0.0677004
Sh2b3,1.97246,0.106132,0.112639
Gm4980,1.90018,0.106164,0.134285
Ssbp4,-2.10096,0.106182,-0.251134
B4galt4,-1.91886,0.106203,-0.104241
Dmxl2,1.9025,0.106244,0.0978291
Gm25949,1.93341,0.106244,0.355181
Olfr872,2.03704,0.106248,0.239978
Zfp810,-1.90943,0.10625,-0.117526
Spi1,1.9023,0.106289,0.195321
Mxd4,-1.90147,0.106312,-0.109578
Sobp,2.02098,0.106329,0.113388
Tgfbi,1.90548,0.106346,0.181613
Timm23,-2.0055,0.106347,-0.161845
Prkag3,2.06847,0.106381,0.0849086
Gm10728,1.89857,0.106385,0.143429
Gapt,1.92774,0.106393,0.179586
Lrrc75a,1.95614,0.106398,0.145731
Sema5b,1.92694,0.106402,0.12284
Ehf,1.90979,0.106416,0.191707
Cyp19a1,1.97796,0.106419,0.226356
C030009J22Rik,1.90512,0.106419,0.135269
Cep152,-2.03323,0.106432,-0.101131
Wscd2,1.90286,0.106434,0.0484976
Fam26e,-2.37998,0.106503,-0.538788
Gm10138,2.29117,0.106509,0.195275
Frat2,1.94681,0.106523,0.200236
Phospho1,-2.05745,0.106571,-0.109802
Klhl6,-1.89728,0.106573,-0.205037
Mtus2,2.65444,0.106605,0.180976
1700011H14Rik,1.91732,0.106615,0.17321
Fam159a,1.89722,0.106619,0.272427
Mir669m-1,1.91819,0.106623,0.280814
Foxl1,2.35062,0.106645,0.241781
Gm25282,1.93632,0.106647,0.242589
Gm11761,1.915,0.106668,0.153742
Spaca1,1.90467,0.106712,0.155035
Yes1,1.90505,0.106719,0.163796
1110036E04Rik,1.90977,0.106763,0.294218
Dcp2,-1.89621,0.106796,-0.129499
Gm26517,-1.99984,0.106822,-0.425339
Lmod3,2.52069,0.106853,0.292724
BB019430,2.0016,0.106866,0.117875
Eif4h,-1.9858,0.106872,-0.137151
Olfr155,1.93921,0.1069,0.208944
Sec23ip,-2.06815,0.106901,-0.160803
Gm26690,-2.30754,0.106913,-0.275678
B930095G15Rik,1.90056,0.106926,0.160328
Tsr1,-1.91305,0.106936,-0.103271
Gm8825,2.53335,0.106939,0.202881
Gm12001,1.91448,0.106943,0.207608
Stx6,-2.02416,0.106977,-0.0904235
Iqck,1.95173,0.10699,0.0987068
1700086O06Rik,-1.92948,0.107023,-0.0677517
Atp10a,-2.44015,0.107034,-0.209364
Cort,1.95305,0.107068,0.154173
Gm23458,1.90909,0.107085,0.142604
Vmn2r-ps121,1.93107,0.107094,0.367181
Smc3,-1.95428,0.107104,-0.126478
Gm15664,1.93109,0.107123,0.143082
Gm21857,-2.06546,0.107146,-0.18287
Gm12356,2.05099,0.107188,0.240191
Hopx,-1.91204,0.107216,-0.0989328
Gm23761,2.20197,0.107228,0.240706
Gm25232,1.91469,0.107246,0.216641
Gm26250,-1.90444,0.107273,-0.280379
Adm,1.89529,0.107306,0.158932
E130006N16Rik,-1.97836,0.107307,-0.333508
Filip1,1.9496,0.107314,0.160305
A430105I19Rik,1.89396,0.10732,0.0932767
Hagh,1.99841,0.107329,0.0936075
E130208F15Rik,1.89252,0.107351,0.255009
Gm2777,2.13495,0.107387,0.281482
Gm24397,1.96414,0.107415,0.197632
Gm3159,-2.18365,0.107429,-0.283643
Tal2,1.94344,0.107459,0.271794
BB557941,1.89123,0.107473,0.185753
Gm26958,1.89276,0.107485,0.126825
C3,2.2706,0.107504,0.463426
Agfg2,-1.89615,0.107521,-0.14738
Gm14407,2.48987,0.10756,0.159378
Gm10600,1.9897,0.107588,0.232357
Zfp143,-1.9405,0.107599,-0.127766
Gm21893,2.00106,0.107603,0.148732
Rpsa-ps9,-2.0644,0.107618,-0.0913787
BC107364,2.2879,0.107653,0.0994245
Gm23673,1.921,0.107675,0.245155
2700081O15Rik,2.03234,0.107685,0.151307
5730455P16Rik,-2.03912,0.1077,-0.142398
1700126H18Rik,-1.89889,0.107726,-0.123225
Haus6,-1.93529,0.107729,-0.149476
1700029F12Rik,1.88931,0.107758,0.12065
Mcpt2,2.20763,0.107826,0.133606
Gm16845,1.88876,0.107837,0.134353
Gm14023,-1.91781,0.107845,-0.0951139
AW047730,2.60295,0.107876,0.106472
Kcnn3,1.92494,0.107912,0.0995534
Gm11957,-1.96489,0.107955,-0.11918
Gsap,2.11128,0.107956,0.127044
Bhmt,2.05931,0.10801,0.16064
Bscl2,-1.9347,0.108015,0.205426
Zc3h3,2.24087,0.108015,-0.129909
Gm5526,-2.03811,0.108019,-0.141257
Lrrc15,-1.91768,0.108035,-0.216005
Irak2,-2.04408,0.108112,-0.0719466
Gm11432,-2.4751,0.108136,-0.192474
Olfr1351,1.90848,0.108144,0.211134
Gm13615,2.00394,0.108175,0.198811
Amy2a2,1.9095,0.108232,0.0859944
Amy2a3,1.9095,0.108232,0.0859944
B3galt5,-2.31765,0.108233,-0.113017
Zscan10,1.97298,0.108255,0.0868657
Gm22022,1.89719,0.10827,0.147264
A230083N12Rik,2.21754,0.108293,0.268944
Gm13661,-1.89713,0.108312,-0.200636
Gm26847,1.89341,0.108316,0.12885
Vmn2r-ps127,1.88604,0.108325,0.193553
Gm16420,-2.05273,0.108326,-0.154539
A230057D06Rik,1.9127,0.108343,0.114919
1700041B01Rik,1.93427,0.108352,0.187911
Rpl13-ps1,1.88531,0.108356,0.0841797
1700047M11Rik,1.88716,0.10836,0.135949
Gm12901,-2.09137,0.108381,-0.165741
Olfr1050-ps1,1.97114,0.108437,0.172526
Cks1b,-2.29736,0.108438,-0.202998
Acot8,-1.93297,0.108441,-0.128665
Mrgpra8,1.98109,0.108451,0.254665
Rnf32,1.99286,0.108459,0.17082
Cacng7,1.9436,0.108463,0.0993134
Gm14066,1.91236,0.108507,0.0909709
Gm25138,1.88421,0.108519,0.338222
Gm24983,1.91344,0.108523,0.195188
Jph1,1.89343,0.108524,0.188984
Efcab1,1.93481,0.108543,0.254104
Ccnk,1.99087,0.108543,0.0753726
Mir3544,2.34904,0.108544,0.443317
Kcnk9,2.44421,0.108559,0.250975
C130026L21Rik,1.90523,0.108656,0.138997
Gm14991,2.10675,0.108665,0.139371
Gm23448,-2.67174,0.108707,-0.294223
Olfr108,1.88332,0.108715,0.159644
Gm12826,1.97579,0.108762,0.195761
Gm13864,-1.88241,0.108793,-0.0502883
Kcnj10,1.96052,0.10887,0.141244
4933427D06Rik,1.90096,0.108893,0.154828
Pde6g,1.91155,0.108912,0.149098
Wdtc1,2.01802,0.10892,0.151595
Rpap3,1.88441,0.108929,0.0946677
Pde8a,1.98937,0.108958,0.124279
Gm21529,2.01817,0.108973,0.172558
Rcc2,-1.99367,0.108982,-0.0858427
Gpr171,-2.00247,0.109004,-0.104907
Mir6960,1.93967,0.109015,0.176571
Olfr1318,-2.013,0.109038,-0.159199
Rpl17-ps4,-2.23024,0.109056,-0.0520471
Nnmt,2.01202,0.109062,0.128634
Pcsk5,1.92521,0.10911,0.0724689
Cd40,2.0153,0.10913,0.201911
B9d1,1.88057,0.109131,0.0921332
Gm12081,1.93132,0.109138,0.144693
Cplx2,1.91964,0.109142,0.147281
Gm23341,1.90313,0.109159,0.233902
Egfl8,1.92918,0.109163,0.113028
Gm15559,2.3488,0.109174,0.251311
Chdc2,2.02049,0.109178,0.126744
St6galnac5,2.05383,0.109204,0.124181
Ppp1ca,-1.9457,0.109276,-0.128012
Nacc2,2.46671,0.109287,0.154713
Hist1h2bj,-2.3451,0.109319,-0.134426
BC065397,1.95088,0.10933,0.166226
Vmn1r-ps108,2.00039,0.10937,0.229178
Id2,2.16682,0.109422,0.31656
Ighv14-1,-2.65989,0.109434,0.182028
Prss48,1.87816,0.109434,-1.97585
Serpinb9g,1.90612,0.109455,0.120595
Gm17382,1.89406,0.10947,0.182389
Idh3a,-1.88936,0.109485,-0.127773
Cyba,-1.8901,0.109524,-0.120533
9430069I07Rik,2.04165,0.109539,0.145092
Gm14533,1.91568,0.109551,0.263716
Sstr4,2.15833,0.109561,0.217764
Rpl31-ps11,-1.92658,0.109563,-0.0636277
Vmn2r-ps128,1.88945,0.109593,0.122143
Gm12679,2.23508,0.109606,0.298865
Mycbp,1.91779,0.109637,0.0523067
Gm15504,-1.98249,0.109641,-0.109093
Gm10024,2.02787,0.109643,0.244131
Gm23588,1.88206,0.109662,0.313937
1700020L24Rik,1.97492,0.109668,0.123301
Gm25416,1.97911,0.109682,0.297288
Gm13502,-2.26169,0.109707,-0.5369
Peg3os,1.8993,0.109708,0.218509
Gm23749,2.36458,0.109723,0.271038
Tdrd9,1.88395,0.109727,0.0842106
Gm13110,1.9077,0.109732,0.131359
Gm4991,-2.20842,0.109846,-0.190122
Pnma5,1.8787,0.109849,0.106926
Xbp1,-2.32377,0.109911,-0.217684
Gm17767,1.94784,0.109942,0.110939
Gm5224,1.88219,0.109952,0.117261
Rb1,1.97479,0.109994,0.154563
Sppl3,-1.89607,0.109995,-0.0992072
Hip1r,1.95034,0.110033,0.118676
Copb2,-1.9094,0.110046,-0.116123
A330041J22Rik,1.98446,0.110061,0.161136
Gm9167,1.93668,0.110072,0.182623
Tdgf1-ps2,-2.17045,0.110077,-0.180323
Gm8492,2.37005,0.110082,0.176776
Gm10131,-1.95823,0.110086,-0.178601
Gm22171,-2.15017,0.110095,-0.240524
Gm25871,-2.15017,0.110095,-0.240524
Gm24659,-2.15017,0.110095,-0.240524
Gm11576,1.91006,0.110108,0.11825
Trim5,-2.46618,0.110184,-0.141267
Olfr237-ps1,1.96902,0.110204,0.116696
Abca6,1.98064,0.110207,0.158106
Pin1,1.90306,0.110266,0.120859
Trim36,1.9472,0.110267,0.160852
Panx1,-1.87359,0.1103,-0.114058
Gsdma3,1.8751,0.110308,0.161133
Gm13531,1.94457,0.110333,0.112619
Gm15540,1.87646,0.110352,0.166184
Sh3rf3,1.87822,0.110387,0.10222
2610528A11Rik,1.93677,0.110424,0.206117
Elf1,-2.03614,0.110448,-0.121526
Med9os,1.87898,0.11046,0.130445
Arxes2,1.9369,0.110463,0.303128
Gm13134,1.87116,0.110512,0.239026
Sec22a,-1.95044,0.110523,-0.133102
Pax5,1.97329,0.110528,0.123399
Gm25417,1.87301,0.110587,0.201496
Chadl,2.16002,0.110599,0.115547
Map6,2.0982,0.110624,0.176137
A530058N18Rik,1.95602,0.110645,0.0874811
Gm20896,1.88154,0.110648,0.21735
Cbx7,1.89697,0.110711,0.0749599
Rab33a,2.02891,0.110718,0.108214
Gm16192,1.88609,0.110723,0.273721
Pgam1-ps2,1.88748,0.110735,0.151259
Stard9,1.905,0.110759,0.10788
Grhpr,1.87171,0.110759,0.119513
Tm4sf19,2.08934,0.110796,0.221894
Abcd2,1.88414,0.110805,0.168484
1700021F13Rik,1.88551,0.110813,0.173179
Ccl21b,-1.87843,0.110849,-0.117534
Gm5897,1.90271,0.110854,0.179281
Kif1c,2.02061,0.110858,0.0772955
Vamp2,1.90954,0.110903,0.213362
Il1rapl2,1.99338,0.110917,0.120339
B230119M05Rik,1.98497,0.110949,0.149169
Gm5101,1.98516,0.110971,0.174634
1700006A11Rik,1.89387,0.110981,0.0839714
n-R5s85,1.89289,0.111011,0.236424
Ighv14-3,-2.63001,0.111016,-1.79798
Foxi1,1.98978,0.111097,0.21729
Fsd2,2.23479,0.111104,0.231725
Actl6b,1.8903,0.111136,0.0686407
4930565D16Rik,1.95717,0.111158,0.122604
Dlg5,1.94206,0.111178,0.141596
Hif3a,1.89229,0.111185,0.119415
2700099C18Rik,-1.88855,0.111206,-0.161309
Gm13136,-1.87023,0.111227,-0.124044
Gm17046,-1.91089,0.111241,-0.15422
Gpha2,1.8679,0.111243,0.195293
Rps13-ps4,-1.88698,0.111266,-0.0889669
Cpne9,1.86989,0.11131,0.0888962
Ggt1,-2.29547,0.111353,-0.260959
Gm15446,-2.04526,0.111366,-0.208772
Olfr1211,1.88327,0.111371,0.170377
Gm5446,-1.98014,0.111374,-0.17762
4930503L19Rik,-1.91341,0.111379,-0.0950545
Gm24298,1.86991,0.11138,0.326823
Gm12187,1.90774,0.111391,0.274886
Dgat2,1.88253,0.111415,0.149712
Sfta2,1.95218,0.111418,0.14716
Psmb7,-1.94048,0.111428,-0.230528
Mgll,1.90508,0.111437,0.0685195
Olfr392,-1.99436,0.111469,-0.170519
Gm5751,2.22512,0.111486,0.209585
Tnni3k,1.86704,0.111542,0.125648
Fes,2.00238,0.111555,0.103525
Cyp2ab1,2.31782,0.111557,0.127278
Hdac7,2.22331,0.111569,0.0909955
Gpc6,1.87685,0.111601,0.118176
Naf1,2.15903,0.111605,0.254507
Plxna4,1.95662,0.111615,0.150285
Ss18l1,1.9442,0.111646,0.0666208
Gm20161,1.92433,0.111684,0.217075
Hoxa10,1.86487,0.111733,0.108788
Gm10855,1.92988,0.11175,0.151519
Iglv1,-2.53274,0.111756,-1.85875
Gm12946,1.8664,0.111785,0.162875
Pros1,-1.86773,0.111792,-0.11151
Gm2566,2.01245,0.111793,0.271564
Lnpep,-1.88564,0.111807,-0.0940593
Olfr1220,1.99169,0.111809,0.27672
H3f3a-ps2,-1.969,0.111823,-0.0671258
