gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,TC1-Tfh,TC2-Tfh,TC4-Tfh
Magt1,860,1039,875,911,745,706,796
Mak,0,0,0,0,0,0,0
Mak16,1233,1299,1176,1231,905,803,987
Mal,0,0,0,0,0,0,0
Mal2,0,0,0,0,0,0,0
Malat1,25216,13442,18282,13060,16873,12909,19741
Malsu1,233,247,240,215,198,188,205
Malt1,11597,9961,12631,11177,13288,8656,14625
Mamdc2,0,1,0,0,0,0,0
Mamdc4,133,127,121,118,109,130,127
Maml1,1669,1545,1600,1605,1551,1380,1524
Maml2,1802,1793,2030,1906,1867,1607,2228
Maml3,174,105,184,106,187,129,152
Mamld1,0,0,0,0,0,0,0
Mamstr,3,2,0,1,1,1,0
Man1a,3046,2723,3129,2699,2286,2420,2400
Man1a2,1592,1569,1616,1692,1427,1347,1468
Man1b1,1749,1782,1841,1833,1609,1393,1560
Man1c1,1202,917,1274,1073,1306,833,1182
Man2a1,3422,3360,3448,3617,2703,2607,2688
Man2a2,3818,3714,3651,4302,5384,5405,5480
Man2b1,3190,3836,3317,3742,3147,3163,3316
Man2b2,2421,2465,2322,2393,1796,1629,1944
Man2c1,2013,2103,2084,2122,2099,1818,2159
Man2c1os,31,37,33,39,47,24,48
Manba,1152,1062,1076,948,791,779,821
Manbal,373,415,375,335,250,224,243
Manea,449,436,407,411,376,315,381
Maneal,108,77,91,79,52,74,70
Manf,955,1148,1011,1073,806,671,851
Mansc1,229,188,163,177,124,127,109
Mansc4,0,1,0,0,1,1,1
Maoa,2,2,2,3,1,0,0
Maob,0,0,0,0,0,0,0
Map10,23,27,9,23,23,17,30
Map1a,14,7,5,13,6,13,9
Map1b,12,16,15,5,17,9,21
Map1lc3a,58,63,54,63,41,41,36
Map1lc3b,2164,2272,2225,2193,1921,1692,1921
Map1s,1232,1521,1394,1467,1489,1256,1541
Map2,1020,811,1199,747,1241,704,1143
Map2k1,1438,1694,1646,1636,1442,1214,1365
Map2k2,1827,2072,1808,1983,1477,1267,1435
Map2k3,1573,1484,1486,1423,1219,962,1125
Map2k3os,15,21,14,20,13,10,14
Map2k4,1419,1466,1372,1415,1315,1110,1323
Map2k5,618,580,578,607,528,485,489
Map2k6,193,214,170,216,171,165,211
Map2k7,2640,2410,2511,2327,2716,2322,2728
Map3k1,3103,3203,3236,3179,3016,2752,3128
Map3k10,491,427,422,478,361,305,363
Map3k11,2484,2503,2330,2473,2193,1869,2122
Map3k12,471,471,490,529,549,516,569
Map3k13,43,28,66,45,61,60,60
Map3k14,1073,1293,1233,1244,1244,1127,1302
Map3k15,79,66,66,76,78,84,85
Map3k19,59,72,53,56,110,107,105
Map3k2,2219,1706,2076,1873,2036,1980,2316
Map3k3,2395,2222,2408,2270,2217,1941,2210
Map3k4,1393,1393,1398,1353,1302,1221,1308
Map3k5,2900,2895,3114,3014,3150,2463,2989
Map3k6,3,2,5,3,3,2,6
Map3k7,2118,1899,2022,1939,1799,1725,1941
Map3k7cl,0,0,0,0,0,0,0
Map3k8,328,233,316,289,418,330,384
Map3k9,51,52,43,42,36,59,43
Map4,2974,3205,3111,3316,3138,2776,3303
Map4k1,4476,4693,3949,4595,4784,4299,4805
Map4k2,8878,8771,8258,9390,10278,10335,10144
Map4k3,342,327,337,325,347,373,363
Map4k4,5273,4858,5240,5019,4956,4311,5063
Map4k5,203,154,116,152,162,203,164
Map6,515,457,547,473,551,441,521
Map7,694,474,576,466,508,429,480
Map7d1,1780,1972,1807,2011,1747,1764,1666
Map7d2,1,0,0,0,0,0,0
Map9,107,76,87,67,73,56,82
Mapk1,6806,6370,6823,6907,6408,4537,6259
Mapk10,1,0,0,0,2,0,0
Mapk11,1041,1536,1319,1292,1314,1401,1424
Mapk12,388,600,443,425,639,601,756
Mapk13,0,1,2,0,0,0,0
Mapk14,3246,3574,3617,3582,3584,2890,3405
Mapk15,1,0,0,2,2,2,2
Mapk1ip1,544,664,559,680,861,769,960
Mapk1ip1l,1651,1468,1510,1543,1509,1367,1569
Mapk3,1471,1493,1446,1317,1099,953,1180
Mapk4,1,0,0,0,0,0,1
Mapk6,1019,1121,1049,1127,1088,1097,1125
Mapk7,557,568,615,542,549,515,522
Mapk8,771,674,663,599,671,633,647
Mapk8ip1,580,414,477,311,199,146,172
Mapk8ip2,4,3,4,3,5,2,2
Mapk8ip3,3691,3737,3798,3955,5435,5128,6066
Mapk9,1690,1448,1430,1422,1505,1369,1558
Mapkap1,1273,1332,1181,1164,924,757,1060
Mapkapk2,3128,3211,3271,2883,2121,1667,2038
Mapkapk3,2084,1957,1839,1667,1349,1151,1351
Mapkapk5,60,68,57,76,82,74,108
Mapkbp1,1190,778,1042,900,1260,808,1023
Mapre1,3368,3443,3075,3236,2633,2512,2874
Mapre2,2270,2357,2186,2317,2024,1775,2034
Mapre3,611,634,610,619,697,554,745
Mapt,3,1,0,1,4,5,5
Marc1,0,0,0,0,2,0,0
Marc2,1103,1305,1090,1140,986,916,1022
March1,5,4,3,3,3,0,1
March11,0,0,0,0,0,1,0
March2,1113,1259,1134,1142,836,763,912
March3,270,279,288,252,241,238,236
March4,0,0,0,0,1,0,0
March5,954,1072,964,971,858,769,863
March6,3598,3184,3534,3269,2839,2348,3069
March7,2960,2715,2782,2488,3343,3180,3387
March8,82,60,98,63,112,76,92
March9,324,303,286,299,276,242,244
Marcks,41,61,32,32,27,31,26
Marcksl1,1580,1589,1885,1771,2026,1123,1835
Marco,0,2,0,0,0,0,0
Marf1,3622,3269,3693,3795,3691,3532,4155
Mark1,6,10,28,4,94,25,70
Mark2,4606,4899,4758,5119,5144,4753,5140
Mark3,1628,1696,1630,1691,1679,1502,1629
Mark4,486,473,530,544,560,505,494
Mars,1022,1058,947,1038,855,815,867
Mars2,424,396,415,401,355,380,473
Marveld1,1065,1258,1048,1147,776,743,935
Marveld2,251,281,273,325,419,358,399
Marveld3,0,0,0,0,0,0,1
Mas1,0,0,0,0,0,0,0
Masp1,0,0,0,0,0,0,0
Masp2,4,3,3,3,2,2,3
Mast1,23,24,12,29,15,11,13
Mast2,1215,1049,1164,1313,1348,1173,1414
Mast3,4506,4648,4387,4693,4828,4517,4658
Mast4,798,458,605,499,746,568,763
Mastl,10,15,7,7,6,8,7
Mat1a,0,0,0,0,0,0,0
Mat2a,3309,3685,3644,3855,2785,2605,2519
Mat2b,2826,3068,2777,2849,2457,2143,2371
Matk,3119,3349,3145,3669,4564,2704,3770
Matn1,1,1,2,0,1,1,0
Matn2,212,249,192,233,216,297,227
Matn3,0,0,0,0,0,0,0
Matn4,0,0,0,0,0,0,0
Matr3,5168,5505,4964,4950,4352,4214,4719
Matr3-ps2,53,48,47,39,49,31,54
Mau2,3590,3309,3588,3578,4644,4288,4718
Mavs,981,871,892,902,853,665,787
Max,2872,2985,2956,2949,2702,2188,2527
Maz,8826,9433,9501,9683,8901,7559,8875
Mb21d1,139,141,146,133,88,116,121
Mb21d2,1,0,1,0,0,0,0
Mbd1,1448,1288,1336,1378,1376,1238,1518
Mbd2,2439,2779,2506,2619,2066,1781,1983
Mbd3,1666,1973,1724,1930,1605,1385,1489
Mbd3l1,0,0,0,0,0,0,0
Mbd4,258,200,253,222,288,242,301
Mbd5,857,650,792,733,643,589,741
Mbd6,3303,3132,3171,3261,3931,3822,4123
Mbip,404,407,337,362,373,379,451
Mblac1,17,21,10,12,8,3,10
Mblac2,238,262,196,237,168,156,189
Mbnl1,25654,26417,25222,25410,21030,20629,21840
Mbnl2,1380,1148,1223,1248,1139,1062,1230
Mbnl3,359,300,351,370,317,363,341
Mboat1,749,834,884,796,722,574,907
Mboat2,2,3,5,3,2,0,7
Mboat4,2,1,0,2,0,3,4
Mboat7,2495,2376,2425,2416,2604,2344,2734
Mbp,4659,5179,5005,5109,4024,3792,4231
Mbtd1,1315,1066,1117,1114,1239,1146,1249
Mbtps1,4502,4369,4412,4288,4030,3480,4496
Mbtps2,594,496,586,511,502,411,509
Mc1r,0,1,0,0,0,0,0
Mc3r,5,0,3,0,2,0,1
Mc5r,1,0,0,0,0,0,0
Mcam,2,4,2,5,1,3,2
Mcat,359,395,387,381,312,220,339
Mcc,0,1,0,0,0,1,1
Mccc1,669,570,664,589,744,799,892
Mccc1os,20,20,20,29,23,19,24
Mccc2,302,294,229,206,200,149,271
Mcee,118,124,101,88,40,32,52
Mcemp1,1,3,0,0,0,0,0
Mcf2,0,0,0,0,0,0,0
Mcf2l,24,28,27,14,22,17,15
Mcfd2,642,697,635,621,420,377,484
Mchr1,0,0,0,0,0,0,0
Mcidas,0,0,0,0,0,0,0
Mcl1,9713,9710,10114,9827,6942,6377,6549
Mcm10,54,42,22,34,16,22,29
Mcm2,1501,1597,1491,1553,948,876,1047
Mcm3,1192,1276,1212,1206,783,825,1012
Mcm3ap,2266,2342,2366,2319,2356,2124,2656
Mcm4,1965,2215,2082,2069,1650,1471,1754
Mcm5,1205,1308,1215,1297,988,912,1061
Mcm6,4694,4953,5083,4632,3863,3003,3973
Mcm7,1123,1328,1223,1345,936,876,977
Mcm8,66,70,68,75,53,58,65
Mcm9,526,444,510,548,484,477,581
Mcmbp,2185,2441,2261,2293,2150,1914,2094
Mcmdc2,0,0,0,0,0,1,0
Mcoln1,945,851,919,885,1164,1098,1211
Mcoln2,135,148,113,84,127,93,160
Mcoln3,163,195,147,156,124,116,116
Mcph1,212,217,201,266,193,195,238
Mcpt1,0,0,0,0,0,0,0
Mcpt8,4,7,1,0,0,0,0
Mcrs1,667,748,677,623,503,437,541
Mctp1,536,369,402,262,65,47,63
Mctp2,136,228,119,205,121,232,160
Mcts1,590,705,603,636,611,589,758
Mcts2,32,34,26,31,88,115,101
Mcu,904,971,955,905,1032,897,1129
Mcur1,1478,1413,1398,1369,1113,1027,1161
Mdc1,2777,2596,2741,2598,2987,2705,3504
Mdfi,1,0,0,1,0,0,0
Mdfic,2647,2445,2420,2197,1738,1606,1877
Mdga1,2,1,1,1,1,3,2
Mdh1,3169,3401,3060,3149,1839,1565,1942
Mdh2,3745,4301,3678,3867,2803,2378,2810
Mdk,66,62,80,72,185,148,119
Mdk-ps1,0,0,0,0,0,0,0
Mdm1,173,166,127,144,161,146,195
Mdm2,1774,1767,1693,1730,2027,1856,2015
Mdm4,7955,6318,7511,7935,11822,10799,12655
Mdm4-ps,2,0,1,1,6,3,1
Mdn1,4066,3321,3767,4017,4220,4554,4891
Mdp1,1185,1443,1194,1429,1054,970,1176
Me1,0,0,0,0,1,0,0
Me2,835,965,827,906,629,661,660
Me3,0,0,0,0,1,0,3
Mea1,1002,1134,972,926,694,587,687
Meaf6,1201,1045,1001,1055,1222,1071,1284
Mecom,0,0,0,0,0,0,0
Mecp2,3410,2731,3224,2720,3040,2634,3193
Mecr,250,232,224,218,247,210,279
Med1,2531,2236,2596,2558,2977,2600,2981
Med10,667,834,692,720,522,492,574
Med11,613,666,605,495,291,251,346
Med12,5751,4921,5455,5261,5956,5576,6094
Med12l,44,26,37,26,31,39,29
Med13,4828,3464,4515,4149,4963,4165,5289
Med13l,3269,2749,3605,3581,3817,3330,3875
Med14,2617,1988,2527,2306,2508,2320,2619
Med15,4884,4071,4281,4007,4105,3353,4151
Med16,903,872,827,764,585,512,622
Med17,1226,1333,1322,1229,1105,896,1156
Med18,182,188,170,151,128,113,148
Med19,530,612,550,549,442,419,485
Med20,665,674,678,716,578,450,641
Med21,311,426,354,385,306,269,290
Med22,1261,1210,1220,1192,744,601,803
Med23,1547,1474,1543,1489,1311,1409,1491
Med24,1993,2074,1953,2105,2010,1889,2266
Med25,1456,1504,1315,1432,1373,1165,1284
Med26,432,428,419,404,433,399,438
Med27,320,333,310,346,306,264,288
Med28,1388,1853,1587,1548,1072,818,1103
Med29,110,128,98,101,63,57,49
Med30,522,606,472,504,433,451,516
Med31,152,188,165,144,104,107,115
Med4,619,672,655,655,610,535,577
Med6,222,280,218,264,266,261,285
Med7,503,553,549,503,458,407,492
Med8,1009,1106,985,1096,924,769,887
Med9,243,286,261,293,189,164,193
Med9os,0,0,0,0,0,0,0
Medag,0,0,1,0,0,0,1
Mef2a,968,908,876,910,1032,957,1107
Mef2b,2,3,0,1,1,2,3
Mef2c,14,0,10,1,7,0,7
Mef2d,3913,3962,4148,3886,5248,4448,4538
Mefv,3,4,0,0,0,0,0
Meg3,28,28,46,7,90,12,88
Megf11,0,0,0,0,0,0,0
Megf6,0,0,0,0,0,0,1
Megf8,407,325,418,323,1046,852,1181
Megf9,188,179,230,179,242,199,242
Mei1,15,9,7,8,11,13,11
Mei4,0,0,0,0,1,0,0
Meig1,0,0,0,0,0,1,0
Meikin,0,0,1,0,0,0,0
Meiob,1,0,0,0,0,0,0
Meis1,1,4,0,0,1,1,2
Meis2,0,0,0,0,0,0,0
Meis3,1322,1290,1222,1230,1300,988,1230
Melk,86,83,68,51,31,24,56
Memo1,469,502,435,509,419,367,463
Men1,1187,1204,1193,1152,956,898,1034
Meox1,13,5,15,7,4,2,4
Mep1b,0,1,0,0,0,0,1
Mepce,2459,2756,2407,2603,2136,1899,2376
Mertk,0,1,1,1,1,0,0
Mesdc1,550,597,575,567,438,365,458
Mesdc2,1254,1401,1299,1139,853,748,889
Mesp2,14,8,2,2,2,4,5
Mest,0,0,0,1,0,0,1
Met,1,2,0,0,0,0,0
Metap1,1466,1333,1409,1394,1395,1232,1478
Metap1d,722,706,628,732,796,780,918
Metap2,2234,2331,2124,2268,2018,1739,1868
Metrn,389,447,349,336,256,206,237
Metrnl,27,44,41,42,42,20,32
Mettl1,202,210,162,147,146,152,162
Mettl10,401,440,393,397,295,239,350
Mettl13,290,290,255,269,252,236,274
Mettl14,750,795,798,707,769,680,840
Mettl15,154,172,137,121,106,73,117
Mettl16,854,933,825,845,840,804,886
Mettl17,830,849,811,867,943,875,1059
Mettl18,198,288,208,223,147,121,183
Mettl2,387,430,387,391,400,379,430
Mettl20,246,250,208,223,144,133,142
Mettl21a,498,506,485,456,338,274,361
Mettl21b,0,0,1,1,0,0,0
Mettl21c,0,0,0,0,0,0,0
Mettl22,188,219,167,190,195,170,189
Mettl23,1051,1243,1071,1126,863,738,934
Mettl24,7,3,2,2,1,2,2
Mettl25,134,156,128,135,170,115,161
Mettl3,1124,1208,1125,1177,1146,1124,1300
Mettl4,381,336,374,370,307,274,349
Mettl4-ps1,3,1,0,2,1,1,4
Mettl5,224,188,209,186,254,256,292
Mettl5os,2,1,4,2,1,4,1
Mettl6,649,638,571,571,450,403,508
Mettl7a1,333,402,300,374,215,240,283
Mettl7a3,0,1,0,0,0,0,0
Mettl7b,0,0,0,0,0,1,0
Mettl8,272,280,252,255,336,275,328
Mettl9,575,701,555,656,457,425,455
Mex3a,28,19,13,14,16,28,9
Mex3b,532,572,529,518,468,380,418
Mex3c,1149,1045,1077,1130,652,665,701
Mex3d,246,217,196,199,197,163,177
Mfap1a,687,804,717,743,659,619,743
Mfap1b,351,446,335,370,315,155,210
Mfap2,0,0,0,0,0,0,2
Mfap3,1533,1300,1463,1433,949,847,1047
Mfap3l,1,0,0,0,0,0,0
Mfap4,0,0,0,0,0,0,0
Mfap5,0,2,1,0,2,2,0
Mff,1523,1550,1441,1557,1293,1170,1380
Mfge8,277,398,319,290,689,617,671
Mfhas1,829,911,866,906,1114,1066,1190
Mfi2,0,0,2,0,0,0,0
Mfn1,680,595,615,609,648,634,658
Mfn2,1506,1475,1455,1482,1302,1137,1354
Mfng,2625,3016,2862,2930,3107,2581,2877
Mfrp,0,1,2,0,1,0,2
Mfsd1,1508,1474,1399,1349,1155,979,1189
Mfsd10,861,864,755,789,686,602,655
Mfsd11,426,409,426,421,357,315,395
Mfsd12,183,163,152,162,151,121,137
Mfsd2a,40,71,48,48,29,22,35
Mfsd2b,39,28,27,21,31,43,41
Mfsd3,128,133,112,131,105,90,107
Mfsd4,39,31,29,22,19,18,35
Mfsd5,879,970,904,881,617,564,608
Mfsd6,2171,1982,2415,2347,1976,1571,2010
Mfsd6l,0,0,0,0,0,0,0
Mfsd7a,1,1,0,0,0,0,0
Mfsd7b,922,904,940,927,655,547,614
Mfsd7c,2,1,3,2,0,1,0
Mfsd8,302,305,254,252,302,281,358
Mfsd9,72,59,48,36,39,50,43
Mga,3607,2784,3416,3144,3246,3265,3954
Mgam,0,2,0,0,0,0,0
Mgam2-ps,0,0,0,0,1,0,0
Mgarp,2,6,6,4,9,2,2
Mgat1,2089,2177,2040,1986,1652,1494,1782
Mgat2,1886,2014,1987,1875,1107,1048,1159
Mgat3,9,4,11,4,4,0,4
Mgat4a,367,382,329,379,299,377,386
Mgat4b,369,317,273,249,249,239,304
Mgat4d,0,0,0,0,0,0,0
Mgat4e,0,0,0,0,1,0,0
Mgat5,2330,1710,1875,1839,1502,1631,1796
Mgat5b,0,0,0,0,0,0,0
Mgea5,5773,5781,5743,5642,6956,6130,7127
Mgl2,0,2,0,0,0,0,0
Mgll,1,1,1,2,1,2,0
Mgme1,196,194,184,214,192,150,247
Mgmt,209,199,154,152,100,107,78
Mgrn1,2039,1988,2077,1817,1883,1536,1825
Mgst1,3,3,0,0,0,0,0
Mgst2,853,922,869,798,1453,1222,1598
Mgst3,8,6,3,5,2,1,3
Mia,0,2,1,1,1,1,1
Mia2,0,0,0,0,0,0,0
Mia3,2832,2931,2904,2921,2730,2561,2948
Miat,4,2,2,5,4,2,3
Mib1,1555,1306,1590,1575,1734,1678,1811
Mib2,1159,1424,1376,1542,1635,1443,1545
Mical1,2546,2854,2300,2497,2423,2300,2480
Mical2,159,205,212,235,170,192,182
Mical3,668,415,497,469,527,565,534
Micalcl,4,8,2,6,5,4,5
Micall1,2184,2191,2235,2432,3002,2799,2877
Micall2,32,30,25,16,31,24,22
Micu1,1254,1379,1272,1282,895,844,926
Micu2,1994,2065,1829,1667,1269,1193,1464
Micu3,380,339,372,336,372,312,395
Mid1,92,42,78,44,75,56,84
Mid1ip1,520,572,617,519,425,356,449
Mid2,462,302,411,285,299,260,338
Midn,3043,3070,3034,2897,3211,2879,3021
Mief1,1107,1077,1054,1080,969,847,1073
Mief2,288,312,252,282,257,249,253
Mien1,798,1033,762,892,474,416,597
Mier1,3271,2967,3175,3165,3137,2956,3051
Mier2,809,772,745,823,930,837,906
Mier3,681,578,652,688,701,632,697
Mif,1009,1294,1039,1046,714,536,791
Mif-ps3,0,0,0,0,0,0,0
Mif4gd,2571,2421,2370,2259,2076,1702,1985
Miip,1411,1620,1333,1492,1401,1290,1556
Mill1,0,0,0,0,0,0,1
Mill2,9,4,9,6,96,103,103
Milr1,176,161,176,158,117,118,173
Mina,1107,1122,1056,1036,1016,878,1060
Mink1,7245,7361,7743,7949,7432,7156,8006
Minos1,859,1055,875,940,701,580,743
Minpp1,947,935,902,870,706,566,645
Mios,639,605,603,534,604,537,618
Mip,0,0,0,0,0,0,0
Mipep,267,267,269,256,232,184,255
Mipep-ps,0,0,0,0,0,0,0
Mipepos,1,0,0,0,0,0,0
Mipol1,118,119,107,85,117,87,111
Mir101b,0,1,0,0,0,0,0
Mir103-2,1,1,0,4,0,0,1
Mir106b,0,0,0,0,0,0,0
Mir10a,0,0,0,0,0,0,0
Mir1188,0,0,0,0,0,0,1
Mir1190,0,0,0,0,0,0,0
Mir1191,8,3,4,1,6,4,5
Mir1192,1,0,2,1,0,0,0
Mir1195,0,0,0,0,0,0,1
Mir1198,1,0,1,1,5,2,3
Mir1247,1,0,1,1,1,6,3
Mir128-1,0,0,0,0,0,0,0
Mir130c,1,0,0,0,0,0,0
Mir132,0,0,0,1,0,0,0
Mir140,0,1,0,1,0,1,1
Mir142b,0,0,0,3,1,0,0
Mir142hg,469,427,424,428,247,150,189
Mir146,3,1,1,4,2,1,2
Mir148a,0,0,0,0,0,0,0
Mir148b,0,0,1,0,0,0,0
Mir149,0,0,0,0,0,0,1
Mir150,0,0,0,0,0,0,0
Mir15a,0,0,0,0,0,0,0
Mir15b,0,0,0,1,0,0,0
Mir17hg,106,106,101,93,98,109,88
Mir181b-2,0,0,0,0,0,0,0
Mir181c,0,0,0,0,0,0,0
Mir181d,0,0,0,0,0,0,0
Mir186,9,2,5,7,5,4,5
Mir1898,13,13,20,14,23,21,33
Mir18b,0,0,0,0,0,0,0
Mir1901,0,0,1,0,0,0,0
Mir1904,0,0,0,0,3,0,0
Mir1905,0,0,0,0,0,0,2
Mir1907,0,1,0,0,0,0,0
Mir1927,0,0,1,0,1,0,0
Mir1929,2,0,3,1,4,6,5
Mir1931,0,0,0,0,4,6,0
Mir1932,0,0,0,0,0,0,1
Mir1933,0,0,0,0,0,0,0
Mir1934,1,0,0,0,0,0,1
Mir1936,0,0,0,0,0,1,0
Mir1938,0,0,0,1,3,4,2
Mir1942,0,0,0,0,0,0,0
Mir1943,1,1,1,2,0,4,2
Mir1946b,0,0,1,0,0,0,0
Mir1947,0,0,0,0,0,0,0
Mir1948,0,0,1,1,0,0,0
Mir1950,0,4,1,2,0,0,2
Mir1953,0,0,0,0,1,1,0
Mir1955,0,0,0,0,0,0,0
Mir1957a,1,1,0,1,4,2,2
Mir1960,1,0,0,0,0,3,1
Mir1964,0,7,3,0,5,7,5
Mir1966,0,0,0,0,0,0,0
Mir1967,0,0,0,0,1,1,0
Mir1968,0,0,1,1,1,2,1
Mir1969,0,0,0,0,0,0,0
Mir196a-1,0,0,0,0,0,0,0
Mir1981,0,0,0,0,0,0,0
Mir19b-2,0,0,0,0,0,0,0
Mir1b,0,0,2,0,0,0,0
Mir207,0,0,0,0,0,0,0
Mir20b,0,0,0,0,0,0,0
Mir211,0,0,0,0,0,0,0
Mir212,0,0,0,1,2,1,0
Mir219a-1,0,0,0,0,0,0,0
Mir221,0,0,0,0,1,0,1
Mir22hg,90,69,91,60,100,58,50
Mir23a,1,0,2,0,6,11,3
Mir23b,0,1,1,1,0,0,0
Mir24-2,0,0,0,0,6,1,0
Mir26a-2,0,0,0,1,0,0,0
Mir26b,0,0,0,0,1,0,1
Mir27a,0,0,0,0,10,5,1
Mir27b,3,0,1,0,2,0,1
Mir297b,0,0,0,0,0,0,0
Mir297c,0,0,0,0,0,0,0
Mir29a,0,0,0,0,0,0,0
Mir29b-1,0,0,0,0,0,0,0
Mir301,1,0,0,0,1,0,0
Mir3057,1,4,3,3,6,3,3
Mir3058,2,1,2,0,6,4,5
Mir3060,13,11,11,9,9,7,3
Mir3066,0,0,0,0,0,0,0
Mir3068,0,1,0,0,0,0,0
Mir3070b,0,0,0,0,0,0,1
Mir3072,0,0,0,0,0,0,1
Mir3074-1,0,0,1,0,0,0,0
Mir3075,0,0,0,0,0,0,0
Mir3076,0,0,0,0,0,0,0
Mir3079,0,0,2,0,0,0,0
Mir3082,14,24,20,14,21,25,20
Mir3091,2,0,0,0,3,2,1
Mir3094,0,0,1,1,0,0,0
Mir3096,0,0,1,0,0,1,0
Mir3097,0,0,0,0,0,0,0
Mir3098,0,2,2,2,4,1,2
Mir30c-1,0,0,0,0,0,0,0
Mir30e,0,0,0,0,0,0,0
Mir3109,0,0,0,0,1,2,0
Mir32,0,0,0,0,0,0,0
Mir320,0,0,0,0,1,1,0
Mir33,0,0,0,0,0,2,0
Mir339,0,0,0,0,0,2,0
Mir340,0,0,0,0,0,0,0
Mir341,0,0,0,0,0,0,1
Mir342,0,0,0,0,0,0,0
Mir343,11,5,5,4,10,5,7
Mir345,0,0,0,0,0,0,0
Mir3473a,0,0,0,0,0,0,2
Mir3473c,0,1,2,3,2,4,4
Mir3473d,1,0,1,0,0,0,1
Mir3473e,0,0,3,3,5,3,4
Mir3473f,0,0,0,0,0,0,0
Mir3473g,0,0,0,0,0,1,3
Mir3474,0,1,0,1,0,1,0
Mir350,0,0,0,0,0,0,0
Mir3569,0,0,0,0,0,0,1
Mir361,0,0,0,0,0,0,0
Mir3620,0,0,0,0,0,0,0
Mir363,1,1,2,0,0,0,0
Mir365-2,0,0,0,0,0,0,0
Mir374b,2,1,3,2,1,4,4
Mir3971,0,0,0,0,0,1,0
Mir421,2,1,4,1,3,1,0
Mir423,0,0,0,1,0,0,0
Mir466d,0,0,0,0,0,0,0
Mir466i,1,0,0,0,1,0,0
Mir466l,0,0,0,0,0,0,0
Mir466q,0,0,0,0,0,0,0
Mir484,0,0,0,0,0,1,0
Mir486,0,0,0,0,0,0,0
Mir491,0,0,1,0,0,0,0
Mir5098,0,0,0,0,1,1,0
Mir5100,1,0,0,1,1,0,0
Mir5104,0,0,1,0,3,1,3
Mir5107,1,0,1,0,1,0,1
Mir5119,4,1,2,2,1,3,5
Mir5123,0,0,0,0,1,0,0
Mir5125,285,266,281,306,397,367,392
Mir5128,0,0,0,0,0,0,0
Mir5135,0,0,0,0,0,0,0
Mir5136,0,0,0,0,0,1,0
Mir5618,1,0,0,0,1,1,0
Mir5619,0,0,0,0,0,0,0
Mir5620,0,1,0,0,2,0,0
Mir5621,0,0,2,1,0,0,0
Mir5622,0,0,0,0,0,0,1
Mir5623,0,0,0,0,0,0,0
Mir6236,4847,4503,3376,1695,2363,1675,1306
Mir6240,0,0,0,0,0,0,0
Mir6340,0,0,0,0,0,0,0
Mir6345,0,0,0,0,1,1,0
Mir6357,0,0,0,0,0,0,0
Mir6360,0,0,0,1,0,0,0
Mir6371,0,0,0,0,0,0,0
Mir6374,0,0,0,0,0,0,0
Mir6387,3,0,0,2,10,2,2
Mir6391,0,0,0,0,0,0,0
Mir6392,0,0,0,0,1,1,1
Mir6399,1,0,0,0,0,0,0
Mir6400,1,0,0,1,2,2,2
Mir6403,3,1,1,2,4,3,2
Mir6406,0,0,0,0,0,0,2
Mir6407,0,0,0,0,0,0,0
Mir6417,0,0,0,0,1,0,0
Mir6418,1,0,0,0,0,0,2
Mir652,0,0,0,0,0,0,0
Mir6538,0,0,0,0,0,0,0
Mir6546,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0
Mir669h,0,1,0,0,0,0,0
Mir669i,0,1,0,0,0,0,0
Mir669n,0,0,0,0,0,0,0
Mir674,1,0,0,1,0,0,0
Mir687,0,0,0,0,0,0,0
Mir6897,0,0,0,0,1,1,1
Mir6898,0,0,0,0,0,0,0
Mir6899,0,0,0,0,0,0,0
Mir6900,0,0,0,0,1,0,0
Mir6903,0,0,0,0,0,0,0
Mir6904,1,0,0,0,0,4,4
Mir6905,2,2,3,4,5,1,2
Mir6907,1,1,2,1,8,3,5
Mir6908,0,0,0,0,0,0,0
Mir6909,1,0,0,0,0,0,1
Mir6910,0,0,1,1,0,2,1
Mir6911,1,0,0,0,1,0,0
Mir6912,1,0,0,1,2,0,0
Mir6913,0,0,1,0,0,0,1
Mir6914,0,0,0,0,0,0,0
Mir6916,0,2,0,0,1,0,1
Mir6918,0,0,0,0,1,0,0
Mir692-1,0,0,0,0,0,0,2
Mir692-2,0,0,0,0,0,0,0
Mir6921,0,0,0,0,1,0,0
Mir6927,0,0,0,0,1,3,0
Mir6929,1,2,0,0,2,0,3
Mir693,0,0,0,0,0,0,0
Mir6931,0,0,0,1,0,0,0
Mir6932,0,0,0,0,0,0,0
Mir6937,1,0,0,1,0,0,0
Mir6938,0,0,0,0,0,0,2
Mir6939,2,0,0,0,0,2,0
Mir6941,0,0,0,0,0,0,0
Mir6942,1,2,1,1,3,7,7
Mir6943,1,1,0,0,0,0,0
Mir6946,1,1,1,1,0,1,2
Mir6951,1,0,1,0,0,0,1
Mir6953,0,0,0,0,0,0,0
Mir6955,5,9,9,4,7,9,10
Mir6957,0,0,0,0,1,1,1
Mir6959,0,0,0,0,1,0,0
Mir6961,0,0,0,0,0,0,0
Mir6963,0,0,0,0,0,0,0
Mir6965,0,0,0,0,0,0,0
Mir6968,3,0,0,0,1,3,1
Mir697,1,0,2,3,4,8,7
Mir6973a,31,29,26,30,18,20,31
